'id'	'score'	'v'	'd-obj'	'p'	'p-title'
808	0.0136996172	'put'	'water'	'dog food'	'dog'
25	0.0132907321	'put'	'food'	'dog s'	'dog'
326	0.0132480272	'get'	'bowl'	'food'	'dog'
385	0.0131456555	'pour'	'food'	'bowl'	'dog'
21	0.013134075	'put'	'food'	'dish'	'dog'
4	0.0129396844	'call'	'dog'	'tin'	'dog'
325	0.0125790354	'open'	'dog food bag'	'dog s'	'dog'
321	0.0124307671	'open'	'dog food bag'	'dish'	'dog'
911	0.0121381471	'put'	'dog food'	'pet'	'dog'
179	0.011920224	'get'	'tin'	'dog food'	'dog'
352	0.011920224	'fill'	'food dish'	'dog food'	'dog'
591	0.011920224	'locate'	'dog'	'dog food'	'dog'
706	0.011920224	'take'	'pet food'	'dog food'	'dog'
8	0.0113542844	'call'	'dog'	'dogs'	'dog'
98	0.0110730574	'take'	'dog food'	'bowl'	'dog'
410	0.0110730574	'find'	'dog food'	'bowl'	'dog'
701	0.0110730574	'pour'	'dog food'	'bowl'	'dog'
777	0.0110730574	'open'	'dog food'	'bowl'	'dog'
854	0.0110730574	'pour'	'it'	'bowl'	'dog'
78	0.0108637124	'pour'	'contents'	'dog food'	'dog'
216	0.0108637124	'measure'	'correct amount'	'dog food'	'dog'
266	0.0108637124	'use'	'can opener'	'dog food'	'dog'
616	0.0108637124	'pour'	'some'	'dog food'	'dog'
629	0.0108637124	'get'	'can'	'dog food'	'dog'
858	0.0108637124	'buy'	'food'	'dog food'	'dog'
204	0.0101141056	'put'	'bowl'	'dog food'	'dog'
578	0.0101141056	'get'	'dog'	'dog food'	'dog'
642	0.0101141056	'give'	'water'	'dog food'	'dog'
297	0.0096160595	'scoop'	'food'	'bowl'	'dog'
52	0.0095380962	'identify'	'dog food'	'food'	'dog'
64	0.0095380962	'find'	'measuring cup'	'food'	'dog'
102	0.0095380962	'feed'	'dpog'	'food'	'dog'
153	0.0095380962	'put'	'tin opener'	'food'	'dog'
190	0.0095380962	'get'	'dogs bowl'	'food'	'dog'
228	0.0095380962	'identify'	'dog dish'	'food'	'dog'
241	0.0095380962	'feed'	'dogs'	'food'	'dog'
301	0.0095380962	'remove'	'dog food'	'food'	'dog'
338	0.0095380962	'put'	'food bag'	'food'	'dog'
364	0.0095380962	'poor'	'it'	'food'	'dog'
389	0.0095380962	'catch'	'pet dog'	'food'	'dog'
414	0.0095380962	'carry'	'dog food'	'food'	'dog'
426	0.0095380962	'put'	'food tin'	'food'	'dog'
463	0.0095380962	'place'	'dog food dish'	'food'	'dog'
476	0.0095380962	'locate'	'dogs bowl'	'food'	'dog'
489	0.0095380962	'find'	'canned food'	'food'	'dog'
502	0.0095380962	'encourage'	'dog'	'food'	'dog'
515	0.0095380962	'find'	'dog dish'	'food'	'dog'
528	0.0095380962	'put'	'tin'	'food'	'dog'
564	0.0095380962	'pour'	'dry food'	'food'	'dog'
667	0.0095380962	'put'	'pet foods'	'food'	'dog'
680	0.0095380962	'find'	'dry food'	'food'	'dog'
718	0.0095380962	'open'	'tin'	'food'	'dog'
730	0.0095380962	'alert'	'dog'	'food'	'dog'
743	0.0095380962	'pour'	'specified quantity'	'food'	'dog'
756	0.0095380962	'call'	'dag'	'food'	'dog'
781	0.0095380962	'put'	'full food dish'	'food'	'dog'
794	0.0095380962	'take'	'food dish'	'food'	'dog'
820	0.0095380962	'get'	'tin opener'	'food'	'dog'
882	0.0095380962	'clean'	'dog dish'	'food'	'dog'
895	0.0095380962	'tip'	'bag'	'food'	'dog'
956	0.0095380962	'notify'	'dog'	'food'	'dog'
166	0.0095326653	'carry'	'it'	'dog food'	'dog'
969	0.0095326653	'locate'	'food'	'dog food'	'dog'
807	0.0095195255	'put'	'water'	'food'	'dog'
910	0.0094819891	'put'	'dog food'	'tin'	'dog'
563	0.0094342766	'measure'	'food'	'dog s'	'dog'
666	0.0094342766	'feed'	'dog'	'dog s'	'dog'
6	0.0094062953	'call'	'dog'	'can of petfood'	'dog'
559	0.0093230753	'measure'	'food'	'dish'	'dog'
662	0.0093230753	'feed'	'dog'	'dish'	'dog'
128	0.009057594	'open'	'can'	'dog food'	'dog'
253	0.009057594	'remove'	'food'	'dog food'	'dog'
277	0.009057594	'prepare'	'food'	'dog food'	'dog'
833	0.009057594	'put'	'bag'	'dog food'	'dog'
952	0.0087746616	'get'	'food'	'bowl'	'dog'
923	0.008670105	'get'	'dog food'	'pet'	'dog'
914	0.0083202339	'put'	'dog food'	'dogs'	'dog'
541	0.0083079872	'place'	'dish'	'dog food'	'dog'
178	0.0082830691	'get'	'tin'	'food'	'dog'
351	0.0082830691	'fill'	'food dish'	'food'	'dog'
590	0.0082830691	'locate'	'dog'	'food'	'dog'
705	0.0082830691	'take'	'pet food'	'food'	'dog'
35	0.0081590615	'open'	'bag'	'bowl'	'dog'
611	0.0081590615	'open'	'food'	'bowl'	'dog'
141	0.0080010825	'add'	'water'	'dog food'	'dog'
77	0.0075489254	'pour'	'contents'	'food'	'dog'
215	0.0075489254	'measure'	'correct amount'	'food'	'dog'
265	0.0075489254	'use'	'can opener'	'food'	'dog'
615	0.0075489254	'pour'	'some'	'food'	'dog'
628	0.0075489254	'get'	'can'	'food'	'dog'
388	0.0074667574	'pour'	'food'	'dog s'	'dog'
384	0.0073787471	'pour'	'food'	'dish'	'dog'
17	0.0073285138	'put'	'food'	'pet'	'dog'
40	0.0072514756	'pour'	'water'	'dog food'	'dog'
203	0.0070280421	'put'	'bowl'	'food'	'dog'
577	0.0070280421	'get'	'dog'	'food'	'dog'
641	0.0070280421	'give'	'water'	'food'	'dog'
3	0.006997366	'call'	'dog'	'tin of dog food'	'dog'
459	0.0069827471	'give'	'food'	'bowl'	'dog'
317	0.006936084	'open'	'dog food bag'	'pet'	'dog'
11	0.0069011823	'call'	'dog'	'tin opener'	'dog'
912	0.0068927793	'put'	'dog food'	'can of petfood'	'dog'
922	0.0067728494	'get'	'dog food'	'tin'	'dog'
165	0.0066240136	'carry'	'it'	'food'	'dog'
943	0.006551913	'place'	'bowl'	'dog s'	'dog'
940	0.006474686	'place'	'bowl'	'dish'	'dog'
123	0.0064544832	'take'	'food'	'bowl'	'dog'
447	0.0064544832	'place'	'food'	'bowl'	'dog'
127	0.0062938983	'open'	'can'	'food'	'dog'
832	0.0062938983	'put'	'bag'	'food'	'dog'
101	0.0062895177	'take'	'dog food'	'dog s'	'dog'
413	0.0062895177	'find'	'dog food'	'dog s'	'dog'
704	0.0062895177	'pour'	'dog food'	'dog s'	'dog'
780	0.0062895177	'open'	'dog food'	'dog s'	'dog'
857	0.0062895177	'pour'	'it'	'dog s'	'dog'
97	0.0062153835	'take'	'dog food'	'dish'	'dog'
409	0.0062153835	'find'	'dog food'	'dish'	'dog'
700	0.0062153835	'pour'	'dog food'	'dish'	'dog'
776	0.0062153835	'open'	'dog food'	'dish'	'dog'
853	0.0062153835	'pour'	'it'	'dish'	'dog'
926	0.0059430242	'get'	'dog food'	'dogs'	'dog'
540	0.005773015	'place'	'dish'	'food'	'dog'
16	0.0057248349	'put'	'food'	'tin'	'dog'
140	0.0055597546	'add'	'water'	'food'	'dog'
60	0.0055365287	'identify'	'dog food'	'bowl'	'dog'
73	0.0055365287	'find'	'measuring cup'	'bowl'	'dog'
111	0.0055365287	'feed'	'dpog'	'bowl'	'dog'
162	0.0055365287	'put'	'tin opener'	'bowl'	'dog'
199	0.0055365287	'get'	'dogs bowl'	'bowl'	'dog'
237	0.0055365287	'identify'	'dog dish'	'bowl'	'dog'
249	0.0055365287	'feed'	'dogs'	'bowl'	'dog'
309	0.0055365287	'remove'	'dog food'	'bowl'	'dog'
347	0.0055365287	'put'	'food bag'	'bowl'	'dog'
373	0.0055365287	'poor'	'it'	'bowl'	'dog'
398	0.0055365287	'catch'	'pet dog'	'bowl'	'dog'
422	0.0055365287	'carry'	'dog food'	'bowl'	'dog'
435	0.0055365287	'put'	'food tin'	'bowl'	'dog'
472	0.0055365287	'place'	'dog food dish'	'bowl'	'dog'
485	0.0055365287	'locate'	'dogs bowl'	'bowl'	'dog'
498	0.0055365287	'find'	'canned food'	'bowl'	'dog'
511	0.0055365287	'encourage'	'dog'	'bowl'	'dog'
524	0.0055365287	'find'	'dog dish'	'bowl'	'dog'
536	0.0055365287	'put'	'tin'	'bowl'	'dog'
573	0.0055365287	'pour'	'dry food'	'bowl'	'dog'
676	0.0055365287	'put'	'pet foods'	'bowl'	'dog'
689	0.0055365287	'find'	'dry food'	'bowl'	'dog'
726	0.0055365287	'open'	'tin'	'bowl'	'dog'
739	0.0055365287	'alert'	'dog'	'bowl'	'dog'
752	0.0055365287	'pour'	'specified quantity'	'bowl'	'dog'
765	0.0055365287	'call'	'dag'	'bowl'	'dog'
790	0.0055365287	'put'	'full food dish'	'bowl'	'dog'
803	0.0055365287	'take'	'food dish'	'bowl'	'dog'
829	0.0055365287	'get'	'tin opener'	'bowl'	'dog'
891	0.0055365287	'clean'	'dog dish'	'bowl'	'dog'
904	0.0055365287	'tip'	'bag'	'bowl'	'dog'
965	0.0055365287	'notify'	'dog'	'bowl'	'dog'
816	0.0055257491	'put'	'water'	'bowl'	'dog'
300	0.0054619401	'scoop'	'food'	'dog s'	'dog'
881	0.0054619401	'give'	'bowl'	'dog s'	'dog'
316	0.0054182795	'open'	'dog food bag'	'tin'	'dog'
296	0.0053975605	'scoop'	'food'	'dish'	'dog'
878	0.0053975605	'give'	'bowl'	'dish'	'dog'
555	0.005202063	'measure'	'food'	'pet'	'dog'
658	0.005202063	'feed'	'dog'	'pet'	'dog'
909	0.0051275554	'put'	'dog food'	'tin of dog food'	'dog'
917	0.0050570735	'put'	'dog food'	'tin opener'	'dog'
39	0.0050388713	'pour'	'water'	'food'	'dog'
20	0.0050234149	'put'	'food'	'dogs'	'dog'
955	0.0049840245	'get'	'food'	'dog s'	'dog'
951	0.0049252781	'get'	'food'	'dish'	'dog'
924	0.0049234138	'get'	'dog food'	'can of petfood'	'dog'
186	0.0048080297	'get'	'tin'	'bowl'	'dog'
360	0.0048080297	'fill'	'food dish'	'bowl'	'dog'
599	0.0048080297	'locate'	'dog'	'bowl'	'dog'
714	0.0048080297	'take'	'pet food'	'bowl'	'dog'
320	0.0047544194	'open'	'dog food bag'	'dogs'	'dog'
38	0.0046343625	'open'	'bag'	'dog s'	'dog'
614	0.0046343625	'open'	'food'	'dog s'	'dog'
34	0.0045797375	'open'	'bag'	'dish'	'dog'
610	0.0045797375	'open'	'food'	'dish'	'dog'
86	0.0043818852	'pour'	'contents'	'bowl'	'dog'
224	0.0043818852	'measure'	'correct amount'	'bowl'	'dog'
274	0.0043818852	'use'	'can opener'	'bowl'	'dog'
624	0.0043818852	'pour'	'some'	'bowl'	'dog'
637	0.0043818852	'get'	'can'	'bowl'	'dog'
866	0.0043818852	'buy'	'food'	'bowl'	'dog'
337	0.004367942	'get'	'bowl'	'dog s'	'dog'
334	0.0043164573	'get'	'bowl'	'dish'	'dog'
18	0.0041615766	'put'	'food'	'can of petfood'	'dog'
380	0.0041171723	'pour'	'food'	'pet'	'dog'
586	0.0040795308	'get'	'dog'	'bowl'	'dog'
650	0.0040795308	'give'	'water'	'bowl'	'dog'
554	0.0040637096	'measure'	'food'	'tin'	'dog'
657	0.0040637096	'feed'	'dog'	'tin'	'dog'
462	0.0039662136	'give'	'food'	'dog s'	'dog'
318	0.003938731	'open'	'dog food bag'	'can of petfood'	'dog'
458	0.0039194641	'give'	'food'	'dish'	'dog'
174	0.0038450065	'carry'	'it'	'bowl'	'dog'
977	0.0038450065	'locate'	'food'	'bowl'	'dog'
126	0.0036661588	'take'	'food'	'dog s'	'dog'
450	0.0036661588	'place'	'food'	'dog s'	'dog'
921	0.0036625395	'get'	'dog food'	'tin of dog food'	'dog'
136	0.0036533862	'open'	'can'	'bowl'	'dog'
261	0.0036533862	'remove'	'food'	'bowl'	'dog'
285	0.0036533862	'prepare'	'food'	'bowl'	'dog'
841	0.0036533862	'put'	'bag'	'bowl'	'dog'
122	0.003622946	'take'	'food'	'dish'	'dog'
446	0.003622946	'place'	'food'	'dish'	'dog'
936	0.0036127269	'place'	'bowl'	'pet'	'dog'
929	0.0036121954	'get'	'dog food'	'tin opener'	'dog'
558	0.0035658145	'measure'	'food'	'dogs'	'dog'
661	0.0035658145	'feed'	'dog'	'dogs'	'dog'
93	0.003468042	'take'	'dog food'	'pet'	'dog'
405	0.003468042	'find'	'dog food'	'pet'	'dog'
696	0.003468042	'pour'	'dog food'	'pet'	'dog'
772	0.003468042	'open'	'dog food'	'pet'	'dog'
849	0.003468042	'pour'	'it'	'pet'	'dog'
7	0.003377986	'call'	'dog'	'floor'	'dog'
548	0.0033510318	'place'	'dish'	'bowl'	'dog'
149	0.0032272416	'add'	'water'	'bowl'	'dog'
379	0.0032162226	'pour'	'food'	'tin'	'dog'
63	0.0031447589	'identify'	'dog food'	'dog s'	'dog'
76	0.0031447589	'find'	'measuring cup'	'dog s'	'dog'
114	0.0031447589	'feed'	'dpog'	'dog s'	'dog'
164	0.0031447589	'put'	'tin opener'	'dog s'	'dog'
202	0.0031447589	'get'	'dogs bowl'	'dog s'	'dog'
240	0.0031447589	'identify'	'dog dish'	'dog s'	'dog'
252	0.0031447589	'feed'	'dogs'	'dog s'	'dog'
312	0.0031447589	'remove'	'dog food'	'dog s'	'dog'
350	0.0031447589	'put'	'food bag'	'dog s'	'dog'
376	0.0031447589	'poor'	'it'	'dog s'	'dog'
401	0.0031447589	'catch'	'pet dog'	'dog s'	'dog'
425	0.0031447589	'carry'	'dog food'	'dog s'	'dog'
438	0.0031447589	'put'	'food tin'	'dog s'	'dog'
475	0.0031447589	'place'	'dog food dish'	'dog s'	'dog'
488	0.0031447589	'locate'	'dogs bowl'	'dog s'	'dog'
501	0.0031447589	'find'	'canned food'	'dog s'	'dog'
514	0.0031447589	'encourage'	'dog'	'dog s'	'dog'
527	0.0031447589	'find'	'dog dish'	'dog s'	'dog'
539	0.0031447589	'put'	'tin'	'dog s'	'dog'
576	0.0031447589	'pour'	'dry food'	'dog s'	'dog'
679	0.0031447589	'put'	'pet foods'	'dog s'	'dog'
692	0.0031447589	'find'	'dry food'	'dog s'	'dog'
729	0.0031447589	'open'	'tin'	'dog s'	'dog'
742	0.0031447589	'alert'	'dog'	'dog s'	'dog'
755	0.0031447589	'pour'	'specified quantity'	'dog s'	'dog'
768	0.0031447589	'call'	'dag'	'dog s'	'dog'
793	0.0031447589	'put'	'full food dish'	'dog s'	'dog'
806	0.0031447589	'take'	'food dish'	'dog s'	'dog'
831	0.0031447589	'get'	'tin opener'	'dog s'	'dog'
894	0.0031447589	'clean'	'dog dish'	'dog s'	'dog'
907	0.0031447589	'tip'	'bag'	'dog s'	'dog'
968	0.0031447589	'notify'	'dog'	'dog s'	'dog'
819	0.003138636	'put'	'water'	'dog s'	'dog'
59	0.0031076918	'identify'	'dog food'	'dish'	'dog'
72	0.0031076918	'find'	'measuring cup'	'dish'	'dog'
110	0.0031076918	'feed'	'dpog'	'dish'	'dog'
161	0.0031076918	'put'	'tin opener'	'dish'	'dog'
198	0.0031076918	'get'	'dogs bowl'	'dish'	'dog'
236	0.0031076918	'identify'	'dog dish'	'dish'	'dog'
248	0.0031076918	'feed'	'dogs'	'dish'	'dog'
308	0.0031076918	'remove'	'dog food'	'dish'	'dog'
346	0.0031076918	'put'	'food bag'	'dish'	'dog'
372	0.0031076918	'poor'	'it'	'dish'	'dog'
397	0.0031076918	'catch'	'pet dog'	'dish'	'dog'
421	0.0031076918	'carry'	'dog food'	'dish'	'dog'
434	0.0031076918	'put'	'food tin'	'dish'	'dog'
471	0.0031076918	'place'	'dog food dish'	'dish'	'dog'
484	0.0031076918	'locate'	'dogs bowl'	'dish'	'dog'
497	0.0031076918	'find'	'canned food'	'dish'	'dog'
510	0.0031076918	'encourage'	'dog'	'dish'	'dog'
523	0.0031076918	'find'	'dog dish'	'dish'	'dog'
535	0.0031076918	'put'	'tin'	'dish'	'dog'
572	0.0031076918	'pour'	'dry food'	'dish'	'dog'
675	0.0031076918	'put'	'pet foods'	'dish'	'dog'
688	0.0031076918	'find'	'dry food'	'dish'	'dog'
725	0.0031076918	'open'	'tin'	'dish'	'dog'
738	0.0031076918	'alert'	'dog'	'dish'	'dog'
751	0.0031076918	'pour'	'specified quantity'	'dish'	'dog'
764	0.0031076918	'call'	'dag'	'dish'	'dog'
789	0.0031076918	'put'	'full food dish'	'dish'	'dog'
802	0.0031076918	'take'	'food dish'	'dish'	'dog'
828	0.0031076918	'get'	'tin opener'	'dish'	'dog'
890	0.0031076918	'clean'	'dog dish'	'dish'	'dog'
903	0.0031076918	'tip'	'bag'	'dish'	'dog'
964	0.0031076918	'notify'	'dog'	'dish'	'dog'
815	0.0031016411	'put'	'water'	'dish'	'dog'
15	0.003095807	'put'	'food'	'tin of dog food'	'dog'
23	0.0030532529	'put'	'food'	'tin opener'	'dog'
292	0.0030117155	'scoop'	'food'	'pet'	'dog'
874	0.0030117155	'give'	'bowl'	'pet'	'dog'
556	0.0029540483	'measure'	'food'	'can of petfood'	'dog'
659	0.0029540483	'feed'	'dog'	'can of petfood'	'dog'
315	0.0029300316	'open'	'dog food bag'	'tin of dog food'	'dog'
48	0.0029248872	'pour'	'water'	'bowl'	'dog'
323	0.0028897563	'open'	'dog food bag'	'tin opener'	'dog'
935	0.0028221636	'place'	'bowl'	'tin'	'dog'
383	0.0028221636	'pour'	'food'	'dogs'	'dog'
947	0.0027481927	'get'	'food'	'pet'	'dog'
189	0.0027309701	'get'	'tin'	'dog s'	'dog'
363	0.0027309701	'fill'	'food dish'	'dog s'	'dog'
602	0.0027309701	'locate'	'dog'	'dog s'	'dog'
717	0.0027309701	'take'	'pet food'	'dog s'	'dog'
92	0.0027091397	'take'	'dog food'	'tin'	'dog'
404	0.0027091397	'find'	'dog food'	'tin'	'dog'
695	0.0027091397	'pour'	'dog food'	'tin'	'dog'
771	0.0027091397	'open'	'dog food'	'tin'	'dog'
848	0.0027091397	'pour'	'it'	'tin'	'dog'
185	0.0026987803	'get'	'tin'	'dish'	'dog'
359	0.0026987803	'fill'	'food dish'	'dish'	'dog'
598	0.0026987803	'locate'	'dog'	'dish'	'dog'
713	0.0026987803	'take'	'pet food'	'dish'	'dog'
30	0.0025553889	'open'	'bag'	'pet'	'dog'
606	0.0025553889	'open'	'food'	'pet'	'dog'
12	0.0025425304	'call'	'dog'	'can opener'	'dog'
89	0.0024889191	'pour'	'contents'	'dog s'	'dog'
227	0.0024889191	'measure'	'correct amount'	'dog s'	'dog'
276	0.0024889191	'use'	'can opener'	'dog s'	'dog'
627	0.0024889191	'pour'	'some'	'dog s'	'dog'
640	0.0024889191	'get'	'can'	'dog s'	'dog'
869	0.0024889191	'buy'	'food'	'dog s'	'dog'
939	0.0024763856	'place'	'bowl'	'dogs'	'dog'
913	0.0024753329	'put'	'dog food'	'floor'	'dog'
85	0.0024595824	'pour'	'contents'	'dish'	'dog'
223	0.0024595824	'measure'	'correct amount'	'dish'	'dog'
273	0.0024595824	'use'	'can opener'	'dish'	'dog'
623	0.0024595824	'pour'	'some'	'dish'	'dog'
636	0.0024595824	'get'	'can'	'dish'	'dog'
865	0.0024595824	'buy'	'food'	'dish'	'dog'
330	0.0024084846	'get'	'bowl'	'pet'	'dog'
96	0.0023772097	'take'	'dog food'	'dogs'	'dog'
408	0.0023772097	'find'	'dog food'	'dogs'	'dog'
699	0.0023772097	'pour'	'dog food'	'dogs'	'dog'
775	0.0023772097	'open'	'dog food'	'dogs'	'dog'
852	0.0023772097	'pour'	'it'	'dogs'	'dog'
291	0.0023526699	'scoop'	'food'	'tin'	'dog'
873	0.0023526699	'give'	'bowl'	'tin'	'dog'
381	0.0023379813	'pour'	'food'	'can of petfood'	'dog'
214	0.0023171812	'put'	'bowl'	'dog s'	'dog'
589	0.0023171812	'get'	'dog'	'dog s'	'dog'
653	0.0023171812	'give'	'water'	'dog s'	'dog'
211	0.0022898688	'put'	'bowl'	'dish'	'dog'
585	0.0022898688	'get'	'dog'	'dish'	'dog'
649	0.0022898688	'give'	'water'	'dish'	'dog'
553	0.0021975237	'measure'	'food'	'tin of dog food'	'dog'
656	0.0021975237	'feed'	'dog'	'tin of dog food'	'dog'
454	0.0021869714	'give'	'food'	'pet'	'dog'
177	0.002183971	'carry'	'it'	'dog s'	'dog'
980	0.002183971	'locate'	'food'	'dog s'	'dog'
561	0.0021673172	'measure'	'food'	'tin opener'	'dog'
664	0.0021673172	'feed'	'dog'	'tin opener'	'dog'
173	0.0021582287	'carry'	'it'	'dish'	'dog'
976	0.0021582287	'locate'	'food'	'dish'	'dog'
946	0.0021468131	'get'	'food'	'tin'	'dog'
139	0.0020751303	'open'	'can'	'dog s'	'dog'
264	0.0020751303	'remove'	'food'	'dog s'	'dog'
288	0.0020751303	'prepare'	'food'	'dog s'	'dog'
844	0.0020751303	'put'	'bag'	'dog s'	'dog'
295	0.0020644154	'scoop'	'food'	'dogs'	'dog'
877	0.0020644154	'give'	'bowl'	'dogs'	'dog'
937	0.0020515264	'place'	'bowl'	'can of petfood'	'dog'
135	0.0020506709	'open'	'can'	'dish'	'dog'
260	0.0020506709	'remove'	'food'	'dish'	'dog'
284	0.0020506709	'prepare'	'food'	'dish'	'dog'
840	0.0020506709	'put'	'bag'	'dish'	'dog'
118	0.0020215211	'take'	'food'	'pet'	'dog'
442	0.0020215211	'place'	'food'	'pet'	'dog'
29	0.0019962001	'open'	'bag'	'tin'	'dog'
605	0.0019962001	'open'	'food'	'tin'	'dog'
94	0.0019693655	'take'	'dog food'	'can of petfood'	'dog'
406	0.0019693655	'find'	'dog food'	'can of petfood'	'dog'
697	0.0019693655	'pour'	'dog food'	'can of petfood'	'dog'
773	0.0019693655	'open'	'dog food'	'can of petfood'	'dog'
850	0.0019693655	'pour'	'it'	'can of petfood'	'dog'
551	0.0019033924	'place'	'dish'	'dog s'	'dog'
950	0.0018837806	'get'	'food'	'dogs'	'dog'
329	0.0018814424	'get'	'bowl'	'tin'	'dog'
918	0.0018631247	'put'	'dog food'	'can opener'	'dog'
152	0.0018330794	'add'	'water'	'dog s'	'dog'
148	0.001811473	'add'	'water'	'dish'	'dog'
925	0.0017680949	'get'	'dog food'	'floor'	'dog'
33	0.001751621	'open'	'bag'	'dogs'	'dog'
609	0.001751621	'open'	'food'	'dogs'	'dog'
378	0.00173923	'pour'	'food'	'tin of dog food'	'dog'
55	0.001734021	'identify'	'dog food'	'pet'	'dog'
68	0.001734021	'find'	'measuring cup'	'pet'	'dog'
106	0.001734021	'feed'	'dpog'	'pet'	'dog'
157	0.001734021	'put'	'tin opener'	'pet'	'dog'
194	0.001734021	'get'	'dogs bowl'	'pet'	'dog'
232	0.001734021	'identify'	'dog dish'	'pet'	'dog'
245	0.001734021	'feed'	'dogs'	'pet'	'dog'
304	0.001734021	'remove'	'dog food'	'pet'	'dog'
342	0.001734021	'put'	'food bag'	'pet'	'dog'
368	0.001734021	'poor'	'it'	'pet'	'dog'
393	0.001734021	'catch'	'pet dog'	'pet'	'dog'
417	0.001734021	'carry'	'dog food'	'pet'	'dog'
430	0.001734021	'put'	'food tin'	'pet'	'dog'
467	0.001734021	'place'	'dog food dish'	'pet'	'dog'
480	0.001734021	'locate'	'dogs bowl'	'pet'	'dog'
493	0.001734021	'find'	'canned food'	'pet'	'dog'
506	0.001734021	'encourage'	'dog'	'pet'	'dog'
