id	score	v	d-obj	p	p-title
00097	?	take	dog food	dish	dog
00098	?	take	dog food	bowl	dog
00099	?	take	dog food	tin opener	dog
00100	?	take	dog food	can opener	dog
00101	?	take	dog food	dog s	dog
00102	?	feed	dpog	food	dog
00103	?	feed	dpog	dog food	dog
00104	?	feed	dpog	tin of dog food	dog
00105	?	feed	dpog	tin	dog
00106	?	feed	dpog	pet	dog
00107	?	feed	dpog	can of petfood	dog
00108	?	feed	dpog	floor	dog
00109	?	feed	dpog	dogs	dog
00110	?	feed	dpog	dish	dog
00111	?	feed	dpog	bowl	dog
00112	?	feed	dpog	tin opener	dog
00113	?	feed	dpog	can opener	dog
00114	?	feed	dpog	dog s	dog
00115	?	take	food	dog food	dog
00116	?	take	food	tin of dog food	dog
00117	?	take	food	tin	dog
00118	?	take	food	pet	dog
00119	?	take	food	can of petfood	dog
00120	?	take	food	floor	dog
00121	?	take	food	dogs	dog
00122	?	take	food	dish	dog
00123	?	take	food	bowl	dog
00124	?	take	food	tin opener	dog
00125	?	take	food	can opener	dog
00126	?	take	food	dog s	dog
00127	?	open	can	food	dog
00128	?	open	can	dog food	dog
00129	?	open	can	tin of dog food	dog
00130	?	open	can	tin	dog
00131	?	open	can	pet	dog
00132	?	open	can	can of petfood	dog
00133	?	open	can	floor	dog
00134	?	open	can	dogs	dog
00135	?	open	can	dish	dog
00136	?	open	can	bowl	dog
00137	?	open	can	tin opener	dog
00138	?	open	can	can opener	dog
00139	?	open	can	dog s	dog
00140	?	add	water	food	dog
00141	?	add	water	dog food	dog
00142	?	add	water	tin of dog food	dog
00143	?	add	water	tin	dog
00144	?	add	water	pet	dog
00145	?	add	water	can of petfood	dog
00146	?	add	water	floor	dog
00147	?	add	water	dogs	dog
00148	?	add	water	dish	dog
00149	?	add	water	bowl	dog
00150	?	add	water	tin opener	dog
00151	?	add	water	can opener	dog
00152	?	add	water	dog s	dog
00153	?	put	tin opener	food	dog
00154	?	put	tin opener	dog food	dog
00155	?	put	tin opener	tin of dog food	dog
00156	?	put	tin opener	tin	dog
00157	?	put	tin opener	pet	dog
00158	?	put	tin opener	can of petfood	dog
00159	?	put	tin opener	floor	dog
00160	?	put	tin opener	dogs	dog
00161	?	put	tin opener	dish	dog
00162	?	put	tin opener	bowl	dog
00163	?	put	tin opener	can opener	dog
00164	?	put	tin opener	dog s	dog
00165	?	carry	it	food	dog
00166	?	carry	it	dog food	dog
00167	?	carry	it	tin of dog food	dog
00168	?	carry	it	tin	dog
00169	?	carry	it	pet	dog
00170	?	carry	it	can of petfood	dog
00171	?	carry	it	floor	dog
00172	?	carry	it	dogs	dog
00173	?	carry	it	dish	dog
00174	?	carry	it	bowl	dog
00175	?	carry	it	tin opener	dog
00176	?	carry	it	can opener	dog
00177	?	carry	it	dog s	dog
00178	?	get	tin	food	dog
00179	?	get	tin	dog food	dog
00180	?	get	tin	tin of dog food	dog
00181	?	get	tin	pet	dog
00182	?	get	tin	can of petfood	dog
00183	?	get	tin	floor	dog
00184	?	get	tin	dogs	dog
00185	?	get	tin	dish	dog
00186	?	get	tin	bowl	dog
00187	?	get	tin	tin opener	dog
00188	?	get	tin	can opener	dog
00189	?	get	tin	dog s	dog
00190	?	get	dogs bowl	food	dog
00191	?	get	dogs bowl	dog food	dog
00192	?	get	dogs bowl	tin of dog food	dog
00193	?	get	dogs bowl	tin	dog
00194	?	get	dogs bowl	pet	dog
00195	?	get	dogs bowl	can of petfood	dog
00196	?	get	dogs bowl	floor	dog
00197	?	get	dogs bowl	dogs	dog
00198	?	get	dogs bowl	dish	dog
00199	?	get	dogs bowl	bowl	dog
00200	?	get	dogs bowl	tin opener	dog
00201	?	get	dogs bowl	can opener	dog
00202	?	get	dogs bowl	dog s	dog
00203	?	put	bowl	food	dog
00204	?	put	bowl	dog food	dog
00205	?	put	bowl	tin of dog food	dog
00206	?	put	bowl	tin	dog
00207	?	put	bowl	pet	dog
00208	?	put	bowl	can of petfood	dog
00209	?	put	bowl	floor	dog
00210	?	put	bowl	dogs	dog
00211	?	put	bowl	dish	dog
00212	?	put	bowl	tin opener	dog
00213	?	put	bowl	can opener	dog
00214	?	put	bowl	dog s	dog
00215	?	measure	correct amount	food	dog
00216	?	measure	correct amount	dog food	dog
00217	?	measure	correct amount	tin of dog food	dog
00218	?	measure	correct amount	tin	dog
00219	?	measure	correct amount	pet	dog
00220	?	measure	correct amount	can of petfood	dog
00221	?	measure	correct amount	floor	dog
00222	?	measure	correct amount	dogs	dog
00223	?	measure	correct amount	dish	dog
00224	?	measure	correct amount	bowl	dog
00225	?	measure	correct amount	tin opener	dog
00226	?	measure	correct amount	can opener	dog
00227	?	measure	correct amount	dog s	dog
00228	?	identify	dog dish	food	dog
00229	?	identify	dog dish	dog food	dog
00230	?	identify	dog dish	tin of dog food	dog
00231	?	identify	dog dish	tin	dog
00232	?	identify	dog dish	pet	dog
00233	?	identify	dog dish	can of petfood	dog
00234	?	identify	dog dish	floor	dog
00235	?	identify	dog dish	dogs	dog
00236	?	identify	dog dish	dish	dog
00237	?	identify	dog dish	bowl	dog
00238	?	identify	dog dish	tin opener	dog
00239	?	identify	dog dish	can opener	dog
00240	?	identify	dog dish	dog s	dog
00241	?	feed	dogs	food	dog
00242	?	feed	dogs	dog food	dog
00243	?	feed	dogs	tin of dog food	dog
00244	?	feed	dogs	tin	dog
00245	?	feed	dogs	pet	dog
00246	?	feed	dogs	can of petfood	dog
00247	?	feed	dogs	floor	dog
00248	?	feed	dogs	dish	dog
00249	?	feed	dogs	bowl	dog
00250	?	feed	dogs	tin opener	dog
00251	?	feed	dogs	can opener	dog
00252	?	feed	dogs	dog s	dog
00253	?	remove	food	dog food	dog
00254	?	remove	food	tin of dog food	dog
00255	?	remove	food	tin	dog
00256	?	remove	food	pet	dog
00257	?	remove	food	can of petfood	dog
00258	?	remove	food	floor	dog
00259	?	remove	food	dogs	dog
00260	?	remove	food	dish	dog
00261	?	remove	food	bowl	dog
00262	?	remove	food	tin opener	dog
00263	?	remove	food	can opener	dog
00264	?	remove	food	dog s	dog
00265	?	use	can opener	food	dog
00266	?	use	can opener	dog food	dog
00267	?	use	can opener	tin of dog food	dog
00268	?	use	can opener	tin	dog
00269	?	use	can opener	pet	dog
00270	?	use	can opener	can of petfood	dog
00271	?	use	can opener	floor	dog
00272	?	use	can opener	dogs	dog
00273	?	use	can opener	dish	dog
00274	?	use	can opener	bowl	dog
00275	?	use	can opener	tin opener	dog
00276	?	use	can opener	dog s	dog
00277	?	prepare	food	dog food	dog
00278	?	prepare	food	tin of dog food	dog
00279	?	prepare	food	tin	dog
00280	?	prepare	food	pet	dog
00281	?	prepare	food	can of petfood	dog
00282	?	prepare	food	floor	dog
00283	?	prepare	food	dogs	dog
00284	?	prepare	food	dish	dog
00285	?	prepare	food	bowl	dog
00286	?	prepare	food	tin opener	dog
00287	?	prepare	food	can opener	dog
00288	?	prepare	food	dog s	dog
00289	?	scoop	food	dog food	dog
00290	?	scoop	food	tin of dog food	dog
00291	?	scoop	food	tin	dog
00292	?	scoop	food	pet	dog
00293	?	scoop	food	can of petfood	dog
00294	?	scoop	food	floor	dog
00295	?	scoop	food	dogs	dog
00296	?	scoop	food	dish	dog
00297	?	scoop	food	bowl	dog
00298	?	scoop	food	tin opener	dog
00299	?	scoop	food	can opener	dog
00300	?	scoop	food	dog s	dog
00301	?	remove	dog food	food	dog
00302	?	remove	dog food	tin of dog food	dog
00303	?	remove	dog food	tin	dog
00304	?	remove	dog food	pet	dog
00305	?	remove	dog food	can of petfood	dog
00306	?	remove	dog food	floor	dog
00307	?	remove	dog food	dogs	dog
00308	?	remove	dog food	dish	dog
00309	?	remove	dog food	bowl	dog
00310	?	remove	dog food	tin opener	dog
00311	?	remove	dog food	can opener	dog
00312	?	remove	dog food	dog s	dog
00313	?	open	dog food bag	food	dog
00314	?	open	dog food bag	dog food	dog
00315	?	open	dog food bag	tin of dog food	dog
00316	?	open	dog food bag	tin	dog
00317	?	open	dog food bag	pet	dog
00318	?	open	dog food bag	can of petfood	dog
00319	?	open	dog food bag	floor	dog
00320	?	open	dog food bag	dogs	dog
00321	?	open	dog food bag	dish	dog
00322	?	open	dog food bag	bowl	dog
00323	?	open	dog food bag	tin opener	dog
00324	?	open	dog food bag	can opener	dog
00325	?	open	dog food bag	dog s	dog
00326	?	get	bowl	food	dog
00327	?	get	bowl	dog food	dog
00328	?	get	bowl	tin of dog food	dog
00329	?	get	bowl	tin	dog
00330	?	get	bowl	pet	dog
00331	?	get	bowl	can of petfood	dog
00332	?	get	bowl	floor	dog
00333	?	get	bowl	dogs	dog
00334	?	get	bowl	dish	dog
00335	?	get	bowl	tin opener	dog
00336	?	get	bowl	can opener	dog
00337	?	get	bowl	dog s	dog
00338	?	put	food bag	food	dog
00339	?	put	food bag	dog food	dog
00340	?	put	food bag	tin of dog food	dog
00341	?	put	food bag	tin	dog
00342	?	put	food bag	pet	dog
00343	?	put	food bag	can of petfood	dog
00344	?	put	food bag	floor	dog
00345	?	put	food bag	dogs	dog
00346	?	put	food bag	dish	dog
00347	?	put	food bag	bowl	dog
00348	?	put	food bag	tin opener	dog
00349	?	put	food bag	can opener	dog
00350	?	put	food bag	dog s	dog
00351	?	fill	food dish	food	dog
00352	?	fill	food dish	dog food	dog
00353	?	fill	food dish	tin of dog food	dog
00354	?	fill	food dish	tin	dog
00355	?	fill	food dish	pet	dog
00356	?	fill	food dish	can of petfood	dog
00357	?	fill	food dish	floor	dog
00358	?	fill	food dish	dogs	dog
00359	?	fill	food dish	dish	dog
00360	?	fill	food dish	bowl	dog
00361	?	fill	food dish	tin opener	dog
00362	?	fill	food dish	can opener	dog
00363	?	fill	food dish	dog s	dog
00364	?	poor	it	food	dog
00365	?	poor	it	dog food	dog
00366	?	poor	it	tin of dog food	dog
00367	?	poor	it	tin	dog
00368	?	poor	it	pet	dog
00369	?	poor	it	can of petfood	dog
00370	?	poor	it	floor	dog
00371	?	poor	it	dogs	dog
00372	?	poor	it	dish	dog
00373	?	poor	it	bowl	dog
00374	?	poor	it	tin opener	dog
00375	?	poor	it	can opener	dog
00376	?	poor	it	dog s	dog
00377	?	pour	food	dog food	dog
00378	?	pour	food	tin of dog food	dog
00379	?	pour	food	tin	dog
00380	?	pour	food	pet	dog
00381	?	pour	food	can of petfood	dog
00382	?	pour	food	floor	dog
00383	?	pour	food	dogs	dog
00384	?	pour	food	dish	dog
00385	?	pour	food	bowl	dog
00386	?	pour	food	tin opener	dog
00387	?	pour	food	can opener	dog
00388	?	pour	food	dog s	dog
00389	?	catch	pet dog	food	dog
00390	?	catch	pet dog	dog food	dog
00391	?	catch	pet dog	tin of dog food	dog
00392	?	catch	pet dog	tin	dog
00393	?	catch	pet dog	pet	dog
00394	?	catch	pet dog	can of petfood	dog
00395	?	catch	pet dog	floor	dog
00396	?	catch	pet dog	dogs	dog
00397	?	catch	pet dog	dish	dog
00398	?	catch	pet dog	bowl	dog
00399	?	catch	pet dog	tin opener	dog
00400	?	catch	pet dog	can opener	dog
00401	?	catch	pet dog	dog s	dog
00402	?	find	dog food	food	dog
00403	?	find	dog food	tin of dog food	dog
00404	?	find	dog food	tin	dog
00405	?	find	dog food	pet	dog
00406	?	find	dog food	can of petfood	dog
00407	?	find	dog food	floor	dog
00408	?	find	dog food	dogs	dog
00409	?	find	dog food	dish	dog
00410	?	find	dog food	bowl	dog
00411	?	find	dog food	tin opener	dog
00412	?	find	dog food	can opener	dog
00413	?	find	dog food	dog s	dog
00414	?	carry	dog food	food	dog
00415	?	carry	dog food	tin of dog food	dog
00416	?	carry	dog food	tin	dog
00417	?	carry	dog food	pet	dog
00418	?	carry	dog food	can of petfood	dog
00419	?	carry	dog food	floor	dog
00420	?	carry	dog food	dogs	dog
00421	?	carry	dog food	dish	dog
00422	?	carry	dog food	bowl	dog
00423	?	carry	dog food	tin opener	dog
00424	?	carry	dog food	can opener	dog
00425	?	carry	dog food	dog s	dog
00426	?	put	food tin	food	dog
00427	?	put	food tin	dog food	dog
00428	?	put	food tin	tin of dog food	dog
00429	?	put	food tin	tin	dog
00430	?	put	food tin	pet	dog
00431	?	put	food tin	can of petfood	dog
00432	?	put	food tin	floor	dog
00433	?	put	food tin	dogs	dog
00434	?	put	food tin	dish	dog
00435	?	put	food tin	bowl	dog
00436	?	put	food tin	tin opener	dog
00437	?	put	food tin	can opener	dog
00438	?	put	food tin	dog s	dog
00439	?	place	food	dog food	dog
00440	?	place	food	tin of dog food	dog
00441	?	place	food	tin	dog
00442	?	place	food	pet	dog
00443	?	place	food	can of petfood	dog
00444	?	place	food	floor	dog
00445	?	place	food	dogs	dog
00446	?	place	food	dish	dog
00447	?	place	food	bowl	dog
00448	?	place	food	tin opener	dog
00449	?	place	food	can opener	dog
00450	?	place	food	dog s	dog
00451	?	give	food	dog food	dog
00452	?	give	food	tin of dog food	dog
00453	?	give	food	tin	dog
00454	?	give	food	pet	dog
00455	?	give	food	can of petfood	dog
00456	?	give	food	floor	dog
00457	?	give	food	dogs	dog
00458	?	give	food	dish	dog
00459	?	give	food	bowl	dog
00460	?	give	food	tin opener	dog
00461	?	give	food	can opener	dog
00462	?	give	food	dog s	dog
00463	?	place	dog food dish	food	dog
00464	?	place	dog food dish	dog food	dog
00465	?	place	dog food dish	tin of dog food	dog
00466	?	place	dog food dish	tin	dog
00467	?	place	dog food dish	pet	dog
00468	?	place	dog food dish	can of petfood	dog
00469	?	place	dog food dish	floor	dog
00470	?	place	dog food dish	dogs	dog
00471	?	place	dog food dish	dish	dog
00472	?	place	dog food dish	bowl	dog
00473	?	place	dog food dish	tin opener	dog
00474	?	place	dog food dish	can opener	dog
00475	?	place	dog food dish	dog s	dog
00476	?	locate	dogs bowl	food	dog
00477	?	locate	dogs bowl	dog food	dog
00478	?	locate	dogs bowl	tin of dog food	dog
00479	?	locate	dogs bowl	tin	dog
00480	?	locate	dogs bowl	pet	dog
00481	?	locate	dogs bowl	can of petfood	dog
00482	?	locate	dogs bowl	floor	dog
00483	?	locate	dogs bowl	dogs	dog
00484	?	locate	dogs bowl	dish	dog
00485	?	locate	dogs bowl	bowl	dog
00486	?	locate	dogs bowl	tin opener	dog
00487	?	locate	dogs bowl	can opener	dog
00488	?	locate	dogs bowl	dog s	dog
00489	?	find	canned food	food	dog
00490	?	find	canned food	dog food	dog
00491	?	find	canned food	tin of dog food	dog
00492	?	find	canned food	tin	dog
00493	?	find	canned food	pet	dog
00494	?	find	canned food	can of petfood	dog
00495	?	find	canned food	floor	dog
00496	?	find	canned food	dogs	dog
00497	?	find	canned food	dish	dog
00498	?	find	canned food	bowl	dog
00499	?	find	canned food	tin opener	dog
00500	?	find	canned food	can opener	dog
00501	?	find	canned food	dog s	dog
00502	?	encourage	dog	food	dog
00503	?	encourage	dog	dog food	dog
00504	?	encourage	dog	tin of dog food	dog
00505	?	encourage	dog	tin	dog
00506	?	encourage	dog	pet	dog
00507	?	encourage	dog	can of petfood	dog
00508	?	encourage	dog	floor	dog
00509	?	encourage	dog	dogs	dog
00510	?	encourage	dog	dish	dog
00511	?	encourage	dog	bowl	dog
00512	?	encourage	dog	tin opener	dog
00513	?	encourage	dog	can opener	dog
00514	?	encourage	dog	dog s	dog
00515	?	find	dog dish	food	dog
00516	?	find	dog dish	dog food	dog
00517	?	find	dog dish	tin of dog food	dog
00518	?	find	dog dish	tin	dog
00519	?	find	dog dish	pet	dog
00520	?	find	dog dish	can of petfood	dog
00521	?	find	dog dish	floor	dog
00522	?	find	dog dish	dogs	dog
00523	?	find	dog dish	dish	dog
00524	?	find	dog dish	bowl	dog
00525	?	find	dog dish	tin opener	dog
00526	?	find	dog dish	can opener	dog
00527	?	find	dog dish	dog s	dog
00528	?	put	tin	food	dog
00529	?	put	tin	dog food	dog
00530	?	put	tin	tin of dog food	dog
00531	?	put	tin	pet	dog
00532	?	put	tin	can of petfood	dog
00533	?	put	tin	floor	dog
00534	?	put	tin	dogs	dog
00535	?	put	tin	dish	dog
00536	?	put	tin	bowl	dog
00537	?	put	tin	tin opener	dog
00538	?	put	tin	can opener	dog
00539	?	put	tin	dog s	dog
00540	?	place	dish	food	dog
00541	?	place	dish	dog food	dog
00542	?	place	dish	tin of dog food	dog
00543	?	place	dish	tin	dog
00544	?	place	dish	pet	dog
00545	?	place	dish	can of petfood	dog
00546	?	place	dish	floor	dog
00547	?	place	dish	dogs	dog
00548	?	place	dish	bowl	dog
00549	?	place	dish	tin opener	dog
00550	?	place	dish	can opener	dog
00551	?	place	dish	dog s	dog
00552	?	measure	food	dog food	dog
00553	?	measure	food	tin of dog food	dog
00554	?	measure	food	tin	dog
00555	?	measure	food	pet	dog
00556	?	measure	food	can of petfood	dog
00557	?	measure	food	floor	dog
00558	?	measure	food	dogs	dog
00559	?	measure	food	dish	dog
00560	?	measure	food	bowl	dog
00561	?	measure	food	tin opener	dog
00562	?	measure	food	can opener	dog
00563	?	measure	food	dog s	dog
00564	?	pour	dry food	food	dog
00565	?	pour	dry food	dog food	dog
00566	?	pour	dry food	tin of dog food	dog
00567	?	pour	dry food	tin	dog
00568	?	pour	dry food	pet	dog
00569	?	pour	dry food	can of petfood	dog
00570	?	pour	dry food	floor	dog
00571	?	pour	dry food	dogs	dog
00572	?	pour	dry food	dish	dog
00573	?	pour	dry food	bowl	dog
00574	?	pour	dry food	tin opener	dog
00575	?	pour	dry food	can opener	dog
00576	?	pour	dry food	dog s	dog
00577	?	get	dog	food	dog
00578	?	get	dog	dog food	dog
00579	?	get	dog	tin of dog food	dog
00580	?	get	dog	tin	dog
00581	?	get	dog	pet	dog
00582	?	get	dog	can of petfood	dog
00583	?	get	dog	floor	dog
00584	?	get	dog	dogs	dog
00585	?	get	dog	dish	dog
00586	?	get	dog	bowl	dog
00587	?	get	dog	tin opener	dog
00588	?	get	dog	can opener	dog
00589	?	get	dog	dog s	dog
00590	?	locate	dog	food	dog
00591	?	locate	dog	dog food	dog
00592	?	locate	dog	tin of dog food	dog
00593	?	locate	dog	tin	dog
00594	?	locate	dog	pet	dog
00595	?	locate	dog	can of petfood	dog
00596	?	locate	dog	floor	dog
00597	?	locate	dog	dogs	dog
00598	?	locate	dog	dish	dog
00599	?	locate	dog	bowl	dog
00600	?	locate	dog	tin opener	dog
00601	?	locate	dog	can opener	dog
00602	?	locate	dog	dog s	dog
00603	?	open	food	dog food	dog
00604	?	open	food	tin of dog food	dog
00605	?	open	food	tin	dog
00606	?	open	food	pet	dog
00607	?	open	food	can of petfood	dog
00608	?	open	food	floor	dog
00609	?	open	food	dogs	dog
00610	?	open	food	dish	dog
00611	?	open	food	bowl	dog
00612	?	open	food	tin opener	dog
00613	?	open	food	can opener	dog
00614	?	open	food	dog s	dog
00615	?	pour	some	food	dog
00616	?	pour	some	dog food	dog
00617	?	pour	some	tin of dog food	dog
00618	?	pour	some	tin	dog
00619	?	pour	some	pet	dog
00620	?	pour	some	can of petfood	dog
00621	?	pour	some	floor	dog
00622	?	pour	some	dogs	dog
00623	?	pour	some	dish	dog
00624	?	pour	some	bowl	dog
00625	?	pour	some	tin opener	dog
00626	?	pour	some	can opener	dog
00627	?	pour	some	dog s	dog
00628	?	get	can	food	dog
00629	?	get	can	dog food	dog
00630	?	get	can	tin of dog food	dog
00631	?	get	can	tin	dog
00632	?	get	can	pet	dog
00633	?	get	can	can of petfood	dog
00634	?	get	can	floor	dog
00635	?	get	can	dogs	dog
00636	?	get	can	dish	dog
00637	?	get	can	bowl	dog
00638	?	get	can	tin opener	dog
00639	?	get	can	can opener	dog
00640	?	get	can	dog s	dog
00641	?	give	water	food	dog
00642	?	give	water	dog food	dog
00643	?	give	water	tin of dog food	dog
00644	?	give	water	tin	dog
00645	?	give	water	pet	dog
00646	?	give	water	can of petfood	dog
00647	?	give	water	floor	dog
00648	?	give	water	dogs	dog
00649	?	give	water	dish	dog
00650	?	give	water	bowl	dog
00651	?	give	water	tin opener	dog
00652	?	give	water	can opener	dog
00653	?	give	water	dog s	dog
00654	?	feed	dog	food	dog
00655	?	feed	dog	dog food	dog
00656	?	feed	dog	tin of dog food	dog
00657	?	feed	dog	tin	dog
00658	?	feed	dog	pet	dog
00659	?	feed	dog	can of petfood	dog
00660	?	feed	dog	floor	dog
00661	?	feed	dog	dogs	dog
00662	?	feed	dog	dish	dog
00663	?	feed	dog	bowl	dog
00664	?	feed	dog	tin opener	dog
00665	?	feed	dog	can opener	dog
00666	?	feed	dog	dog s	dog
00667	?	put	pet foods	food	dog
00668	?	put	pet foods	dog food	dog
00669	?	put	pet foods	tin of dog food	dog
00670	?	put	pet foods	tin	dog
00671	?	put	pet foods	pet	dog
00672	?	put	pet foods	can of petfood	dog
00673	?	put	pet foods	floor	dog
00674	?	put	pet foods	dogs	dog
00675	?	put	pet foods	dish	dog
00676	?	put	pet foods	bowl	dog
00677	?	put	pet foods	tin opener	dog
00678	?	put	pet foods	can opener	dog
00679	?	put	pet foods	dog s	dog
00680	?	find	dry food	food	dog
00681	?	find	dry food	dog food	dog
00682	?	find	dry food	tin of dog food	dog
00683	?	find	dry food	tin	dog
00684	?	find	dry food	pet	dog
00685	?	find	dry food	can of petfood	dog
00686	?	find	dry food	floor	dog
00687	?	find	dry food	dogs	dog
00688	?	find	dry food	dish	dog
00689	?	find	dry food	bowl	dog
00690	?	find	dry food	tin opener	dog
00691	?	find	dry food	can opener	dog
00692	?	find	dry food	dog s	dog
00693	?	pour	dog food	food	dog
00694	?	pour	dog food	tin of dog food	dog
00695	?	pour	dog food	tin	dog
00696	?	pour	dog food	pet	dog
00697	?	pour	dog food	can of petfood	dog
00698	?	pour	dog food	floor	dog
00699	?	pour	dog food	dogs	dog
00700	?	pour	dog food	dish	dog
00701	?	pour	dog food	bowl	dog
00702	?	pour	dog food	tin opener	dog
00703	?	pour	dog food	can opener	dog
00704	?	pour	dog food	dog s	dog
00705	?	take	pet food	food	dog
00706	?	take	pet food	dog food	dog
00707	?	take	pet food	tin of dog food	dog
00708	?	take	pet food	tin	dog
00709	?	take	pet food	pet	dog
00710	?	take	pet food	can of petfood	dog
00711	?	take	pet food	floor	dog
00712	?	take	pet food	dogs	dog
00713	?	take	pet food	dish	dog
00714	?	take	pet food	bowl	dog
00715	?	take	pet food	tin opener	dog
00716	?	take	pet food	can opener	dog
00717	?	take	pet food	dog s	dog
00718	?	open	tin	food	dog
00719	?	open	tin	dog food	dog
00720	?	open	tin	tin of dog food	dog
00721	?	open	tin	pet	dog
00722	?	open	tin	can of petfood	dog
00723	?	open	tin	floor	dog
00724	?	open	tin	dogs	dog
00725	?	open	tin	dish	dog
00726	?	open	tin	bowl	dog
00727	?	open	tin	tin opener	dog
00728	?	open	tin	can opener	dog
00729	?	open	tin	dog s	dog
00730	?	alert	dog	food	dog
00731	?	alert	dog	dog food	dog
00732	?	alert	dog	tin of dog food	dog
00733	?	alert	dog	tin	dog
00734	?	alert	dog	pet	dog
00735	?	alert	dog	can of petfood	dog
00736	?	alert	dog	floor	dog
00737	?	alert	dog	dogs	dog
00738	?	alert	dog	dish	dog
00739	?	alert	dog	bowl	dog
00740	?	alert	dog	tin opener	dog
00741	?	alert	dog	can opener	dog
00742	?	alert	dog	dog s	dog
00743	?	pour	specified quantity	food	dog
00744	?	pour	specified quantity	dog food	dog
00745	?	pour	specified quantity	tin of dog food	dog
00746	?	pour	specified quantity	tin	dog
00747	?	pour	specified quantity	pet	dog
00748	?	pour	specified quantity	can of petfood	dog
00749	?	pour	specified quantity	floor	dog
00750	?	pour	specified quantity	dogs	dog
00751	?	pour	specified quantity	dish	dog
00752	?	pour	specified quantity	bowl	dog
00753	?	pour	specified quantity	tin opener	dog
00754	?	pour	specified quantity	can opener	dog
00755	?	pour	specified quantity	dog s	dog
00756	?	call	dag	food	dog
00757	?	call	dag	dog food	dog
00758	?	call	dag	tin of dog food	dog
00759	?	call	dag	tin	dog
00760	?	call	dag	pet	dog
00761	?	call	dag	can of petfood	dog
00762	?	call	dag	floor	dog
00763	?	call	dag	dogs	dog
00764	?	call	dag	dish	dog
00765	?	call	dag	bowl	dog
00766	?	call	dag	tin opener	dog
00767	?	call	dag	can opener	dog
00768	?	call	dag	dog s	dog
00769	?	open	dog food	food	dog
00770	?	open	dog food	tin of dog food	dog
00771	?	open	dog food	tin	dog
00772	?	open	dog food	pet	dog
00773	?	open	dog food	can of petfood	dog
