text,label
"@bbchausa Inna lillahi wa inna ilaihi ra'ji uun 😭😭😭😭 ya Allah ya Allah ya Allah ka kawo mana karshen wan nan musifah, ya Allah ka tona wa duk wani azzalumi asiri a duniya baki daya.... Ya Allah ka tsare mana Rayukan mu da dukiyoyin mu da kyalanmu baki daya",positive
@aminiyatrust Tayi maganin dan banza..... 😂,negative
@bbchausa Maza💪💪 aikin ku yana kyau,positive
@bbchausa Sai ya ciki Bbc😏,neutral
@Rahma_sadau Duk me san irin atamfar da tasa🤓 muna siar wa a tuntubemu a wannan number +2348064446168 https://t.co/JpcEwvxCAJ,neutral
@bbchausa 😂😂😂 Sana'a Nama kadai inyayi walhi saeya kasa tashi washe gari Ita kasaima motsa jiki ne,neutral
"@Rahma_sadau Shi kuma a su wa, kare da gudun layya😅",neutral
@bbchausa Late comer shine wanda ya ke zuwa daga karshe. Bayan ka gama tsara rayuwar ka da yar budurwan ka kawai zai zo da abun duniya ya dauke ta... 😭😭,neutral
@bbchausa 😷Allah yasa haka nee mafi alkhairi shi Kuma Allah yajikansa da rahama ameen 🤲🤲,positive
@bbchausa @khalifa_nn Hmmm 😂😅🤣aiki aiki,neutral
@FalaluDorayi S.a.w walahi hakane Allah ya kara muna soyayarsa amin. 💯💯💯,positive
@washafatii May Allah accept our ibadat and forgive our sins Allah yakara daukaka Fatima Abdullahi🤴,positive
"@bbchausa Matsalar ba'a san suwa ya kamata a tsare ba, so to hell🤷",negative
@bbchausa Tau ubangiji Allah ya isar Miki da isarsa kidaina wannan kukan😭 kawai ki maida komai nakiga Allah saboda shine kawai Wanda zaibi Miki hakkinki,positive
@Rahma_sadau Nifa Ina ganin nafi simeone murna yau an sallami yan iska🤗🤗🤗,negative
@RFI_Ha Hmmm daga baya kenan.... Ya Allah ka karemu 🙏📿,positive
@bbchausa Innalillahi wa Inna illaihi raju'un 😭💔 ALLAH ya jikan ta da rahama yasa aljannah ce makomar ta,positive
"@bbchausa HaHaHaHaHaHa Ance sai anGaya a radio sannan ake dauke musu wuta, Ashe dama duk karyane 😂😂😂",negative
@bbchausa Gaskia da sun kwafsa couz zanrage ganin baby😥😏😟😒🥴,neutral
@bbchausa Idan an kama su aba alkalin hukunchin case din 😀😀,positive
@Rahma_sadau @yusuf_guyson Bakiyi bacciba rahi🤣,neutral
@bbchausa Hajiya ai yanzu ku kuke kula da mu 🚶‍♂️,neutral
@washafatii Qawar ki tana cikin wani yanayi amman kina IG busy posting pics as if you are under arrest 🙄 https://t.co/vlfqEDHtnY,negative
@bbchausa salon Dimukradiyyar Nigeria 🇳🇬 Shine yafi Burge ni,positive
@bbchausa Buhariko to buhari yayafema Allah kuma ya kamu kaidashi ranar wlh zakugane Annabi Isah ba Dan allah bane 😱,negative
@bbchausa Muma xasu bar arewa kwanan nan😠😠,neutral
@voahausa Nikam wai yan gudun hijira ne kawai suke da rai mutanen gari kam Baku ganin ukuba da wahalar da suke ciki ne jama'a komi wai aka samu yan gudun hijira yan gudun hijira 😠😡😱😱😒😫😏😚,negative
@bbchausa Tin kafin azumin yazo 😒,neutral
@bbchausa Kuttumar uba...ai dole muko ma guna😂😂,negative
@Rahma_sadau Nima idan zaki dauki sabbin ma'akata Ina layi🙏🙏🙏,neutral
@bbchausa Akwai jarababbu d yawa😎,negative
@alinuhu my best kannywood male star😄,positive
"@Rahma_sadau An kori Bitcoin daga Nigerian Film Industry ne, toh ina ruwan su Hollywood da Kannywood😤",neutral
@bbchausa Ko kureni garinmu ba🙄🙄,neutral
@Rahma_sadau Sis hajiya Rahama Ina Gaisuwa ✋,positive
@AminuSaira Ubangiji Ya Bada Sa'A Allah yayi Jagora 🙏 Boss,positive
@bbchausa Allah yasa har da masallacin gidanmu🤲🤝,positive
"@bbchausa Basuda laifi ni yanzu na daina ganin laifin su, masu laifin sunanan a tare damu, su @AWTambuwal @KwankwasoRM @atiku @MBuhari @elrufai babu abinda ya damesu na daukar matakin gaggawa a kan wannan al'amarin, maganar gaskiua muna cikin damuwa a kan matsalar 'yan uwan mu😭😭😭😭",negative
@Rahma_sadau Yaushe ne ranan Alakoro 😋😋😋,neutral
@RFI_Ha A Chad 🇹🇩 ba anma a kasata ai kasuwanci ake da ita,neutral
"@bbchausa Lanberia kenan😅...ai suna sane suka kunno kayar su,,dama ai lokacin siyasa ya kusa~salon su raba mana hankali~sun dade barakar bata yage ba~anki adinke barakar...😡😡😡",negative
@washafatii @Memxieyy Ita dai fati baiwar Allah 👍,positive
@Rahma_sadau Allah ya kaimu ya bada zaman lafiya🙏🏼🙏🏼 i pray🙏🏼🙏🏼,positive
@Rahma_sadau Yanzu tsakani da Allah kuma sa irin wannan hotunan a twitter ya za ayi mu da ke da takano mu sa namu🥺😭,neutral
"@bbchausa Na kacila kacalcal, na tsohuwa mai ido duk kwantsa, kafiri a ci ka da tsinke, mai yinka ba ta sake zani, sai dai ta gani wajen dangi🤣",negative
@washafatii @El_husseein Ga ta wajen naka...😀,positive
@RFI_Ha Muna da garkuwar jiki me kyau💪😨,positive
@bbchausa Boko haram sun shiga garinmu garkida sun tarwatsa kowa kowa yanbar gari an kashe wasu mutanen mutanena sun shiga wani hali bazan taba manta wanan ranan nan ba 😭😭😭😭,negative
@bbchausa To aimudai bamu ganiba 😵😵,neutral
@bbchausa A ke yi a fada rijiya sey a yi dubu ba a fitoba😜,neutral
@bbchausa Duk salon yaudara ce kawai saboda ‘yan Najeriya su zabe shi a 2023!. Tun yaushe ake shan wahala a Najeriya? Ko sai yau ya sani? 😒,negative
@bbchausa Gwamnatin najeriya ta kankarar da mu 😂😂,neutral
"@bbchausa Innalillahi wa inna ilaihi rajiun! Sarkin Rano, Autan Bawo sa'i yayi 😢😭😭 Allahu ya ƙarbi baƙuncin ka Ya gafarta maka da rahma HRH Dr Tafida Abubakar Ila Ameen ya Rahmaan. https://t.co/iBFDNKhRvh",positive
@bbchausa Mungane ku masu cewa babana munsan bakuda samarine shiyasa kukace hakan tau kowace taxo ta biyani inda hali naga wadda tayi sai tabiya sadaki 😋,neutral
"@bbchausa Wai Cameroon domin lalacewa, gaskiya shugabanninmu basu da amfani😡",negative
"@bbchausa Hhhhhh😂😂 indiyawa mutanen mu wallahi basa wasa da siyasa, wanda mu anan ake chema rigar ƴanchi, sai kash shi anasa ɓangaren wannan ɗan majalissar matarsa bata da ikon shiga wannan tufafi ta ƴanci.",neutral
"@bbchausa 😀 ba wasa, wani baturan zai iya sama wata suna Corona ko covid",neutral
@bbchausa Yaune #RanarHausa ta duniya. 😍 A matsayinka na Bahaushe littattafan Hausa na ka karanta a rayuwarka? Wanne Littafi ka karanta a cikin wadannan littattafan? https://t.co/t3S2uYsLKO,neutral
"@Rahma_sadau What got you so excited hajiya, dahalama kinchi kasuwa a ado bayaro mall😂😂",positive
@bbchausa @Abbakkar_abk Alh Ahmad tijjani direban sarkin Sudan na kontagora babu ranan da zan manta dashi sai randa na koma ga Allah Dan kuwa ma haifinane💋💋💋,positive
@Rahma_sadau Lol hadda Yan nanaye akemana adawa🙆🙆🙆,negative
@RFI_Ha Ta'addanci ko ina🙆,negative
@bbchausa Shikadai yasan wutar da yake karba yanxu haka 😔😂😂,negative
"@bbchausa Matsalar baku san Lawal izalaba, shine zaa nada 🤣🤣🤣",neutral
@bbchausa Allah muntuba🙏 shedanci yasamu wajen zama a kasar da SHUGABA S.A.W yake kwance😭. Ya Allah karusa dukkan wani shiri na kafirai,positive
@FalaluDorayi @sir_zeeesu @Mubarack_Umar @deeejerh @xarah_bint @Feenarh @KingANAD @senatorbash Na dai kada kuri'a a root dina Bakin Kasuwa na kuma saka ido amma Gombe da magana 😂 Ha 😂,neutral
@AminuSaira @sairamovies Allah yasa suna jii dai😀,positive
@bbchausa Allahu Akhbar a Masallacin Ma'aiki 😭😭,positive
@voahausa Wannan tatsuniya ce hira ne yake fada kawae 😢😢 yasan da haka ya tafi can yawon barbada 🖕🏻,negative
@bbchausa Wanan tambaya ga wanda ya saurara ma kenan. Lokacin dazai mana bayanin ma aka dauke mana wutan lantarki🤔,neutral
@Rahma_sadau Yau ba ranar kulaku bace😂 No charge No surp,negative
@Rahma_sadau Ki cika mana jaka da kuɗi post😭😭,neutral
@Rahma_sadau Ina da asusun sayarwa in kin shirya 😂😂😂,neutral
@bbchausa Yau da shuwagabannin Najeriya ke bada iska da numfashi da tuni babu iri irin mu a doran qasa. 😔😔,negative
"@bbchausa Ya kasance mutum wanda na kusa dashi basu amfana da arziqin shi, sai bare yake Kyautata mawa😁",negative
@aminiyatrust Idan kana iskancinka to katsaya iya jaharka amman inkashigo nan to tabbas zamu yimaka abinda baka tsammani koda babankae bihari😎,negative
@RFI_Ha To Allah ya kawomana karshen wannan mulki lafiya yabamu shugabanni masu sammu ameen 🤲,positive
@Rahma_sadau Rahama da neman kudi😂 chai I salute ur efforts 🙌🏻 #respect,positive
"@washafatii Ko a mafarki kinki mu haddu sai jiya, Jiya ma zamu haddu akawasa ruwa natashi daga bacci am really unlucky gaskiya😄😅😭😭😭",negative
@bbchausa Allah ya gafarta masa zunuban shi 🙏,positive
@bbchausa Suwaye kenan. Mu ko amurkawan ??? 🤔🤔🤔🙄,neutral
@Rahma_sadau Wai ya makeup da kikeyi ba'a rage maki bakin vampires din ki ne? Baki har kunne😂😂,negative
@bbchausa To allah ya kyauta amma Nigeria ni har na kasa gane kan wannan lamari allah ya kaga halin da yanuwan mu ke ciki 😭😭😭😭,positive
@Hausafilmsnews @NuhuAbdullahi_ hmmmm ko ya sumayya zataji inhar tajiya 😂😂😂😂😂😂😂,neutral
@bbchausa Lokachin danafara neman aurena kuma nayi kaso70 acikin dari na auren batare da temakon yanuwanaba saide Allah. Alhamdulillah🙏,positive
"@bbchausa A muhawara ta farko an ce bai shirya ba, to yanzu fa? 😁😁Obama ma da yayi debate da ita bai ji da dadi ba bare kai Trump",neutral
@bbchausa Waya auna ya gani ??? 😂😂😂😂,neutral
@bbchausa In ka fasa👉‼️,neutral
@bbchausa An tarwatsa layin zabe a rumfar Mai Garin Gama👉 https://t.co/hkIGhLNwt3 #KanoRerun #NigeriaDecides #Kanodecides https://t.co/D2Uan8BrSz,negative
"@Rahma_sadau @neymarjr @psg To itadai wanna rayuwa aigani gawane ya ishi wane tsoron Allah mudai fatanmu anan shine Allah ya shiryemu bakidaya harda itama dakuma wanda ake tunanin suna sabawa Allah,fatanmu shine Allah yasa muyi karshe maikyau Allah kai maigafarane Allah kaji kanmu🤲🏻😢",positive
@Rahma_sadau @princeazango Allah ya Kara daukaka ya Kuma basira film din yayi kyau mutane suna ta bamu labari yayi sosai. Sai mun xoo🏃🏃🏃🏃🏃🏃🏃,positive
@bbchausa Hahaha 😂😀😂😀 saikace wasa Allah yasine min,neutral
@bbchausa Subahana babu amana😂,negative
@aminiyatrust Allah yayi masa rahma yasa idan tamu tazo mu cika da imani🤲🤲,positive
@bbchausa Yafi cuta illa 🤒 😂,negative
@bbchausa Cewa zan karanta ingattatun labarai 💯 Duk da ina jimawa kafin in karanta labaran BBC news duk lokacin da nake neman cikakkun labari masu kai da gindi nakan ziyarci shafin labari na BBC domin samun karin haske game da abinda nake karatanwa,positive
@bbchausa Allah ya kara_next time tayi mata kunfu🔨🏃🏃🏃,negative
@bbchausa Anci kudin dalibai. Hahahahah😀😂🤣 #mbuhari is working,negative
@bbchausa Masha ALLAHU Godiya ta tabbata ga ALLAH. ALLAH yasa muyi karshe me kyau.🙏🏽,positive
@Rahma_sadau @AdizatouGabon Nidai fassarar kawae😩,neutral
@bbchausa Mu masana ilimin yunwa mun tabbatar da 29 za'ayi 🙄🙄,negative
@bbchausa Haka zalika muma muna godiya da wannan Dama da koke bamu BBC HAUSA allah yakara basira 🤲🤲🤲,positive
@FalaluDorayi gaskiyane malan falalu allha yarabamu girman kai amin soumma dan darajar annabi 🙋🙋🙋🙋,positive
"@Rahma_sadau Ohhhhh...i knw it com out frm haters..bt tnk God u re safe nd fyn..the fisrt day i heard abt it i cry 😭😭😭duk da ma nasan baki san ina yinki ba, the thing pain me so much, , bt tnkx to Almighty..keep on prayin plss.daman sai ka shiga damuwa zaka gane masu sun ka...luv frm 😘",positive
@bbchausa Ya subhanallah 💔 Allah ya kawo karshen wannan lamari.,positive
@bbchausa Kudai tambaya Mana shi muji☹️☹️☹️,neutral
@bbchausa Da wani wawan fuskanshi a gurin🙄,negative
@bbchausa Kuma an bamu wutar ta wannan yawan adadin kudin kua 🙄,neutral
@Rahma_sadau Xa a bashi kenan🤓,neutral
@bbchausa Wannan abin kuma ya fara wuce gona da iri😂 yakamata gwamnati ta dauki mummunan mataki akan masu dunkule hannayen nasu🏃🏃,neutral
@bbchausa A yobe Kuma🤔 A wani LGA kenan?,neutral
@bbchausa Ana iya shege a Nigerian 😂,negative
@bbchausa Allah shi tabbatar da @EngrAbbaKYusuf gwamnan jahar Kano Ya Allah🤲,positive
@bbchausa 😭😭😭😭aikin knn Sai kwamushe yayan alummma ake Amma Kuna ta allurar karya wae Corona hmm kuje kufara karbo yaran da aka dauke snn kuzo kuyi mgn Corona,negative
@Rahma_sadau That's my real auntie wallahi auntie Rahama kina lokaci kinyi naki kinyi na wasu yanzu ma ga wani kina yi lokacin ki ne kiyi komai ba komai auntie😘,positive
@alinuhu Allah ya karo girma da shekaru masu albarka🙏🙏,positive
"@bbchausa Kano fa kunayi Allah yanda kukeso wallahi, man can you imagine 🤔",neutral
@Rahma_sadau ai kinsamu abinda zaki samu rahama😝,neutral
"@Rahma_sadau Ameen ya rabb... They really need our prayers😢.. Ya rabbi ka karemu daga wannan annobar, kajiqan wainda suka rasu, Masu shi kuma kabasu lfy..",positive
@bbchausa @MBuhari Kadade bakayi wakar ba kuwa 🙄🙄,neutral
@Rahma_sadau @yaseenauwal Eh mana nagidana ana mugun tare😁💥💥,positive
@bbchausa What a lucky man hazbunallahu wani imal wakil Allah ka lamince mana irin wannan sa ar 🤲,positive
@AREWA24Channel Saikace wasu kuraye😃,neutral
@bbchausa tabar solobiyo da bashi🤣,negative
@bbchausa Kaji iya shege🤣🤣🤣,negative
"@Rahma_sadau Tsakanin Mu da ke Sai Allah ya Isa kawai,Dun da baki Saka Wa ennan Hotunan ba, tun farko, da hakan Bata Faru ba, kuma Ma Kukan Me Zaki Zo nan kinayi, me Yasa Bakiyi tunani, tun Kafin ki Saka su ba, A dole ke kin waye, ke ga Celebrity, A zindir Allah ya isar mana Wlh 😢😢",negative
"@bbchausa Allah Ubangijin yayi Rahama a gare shi, Allah ya kyautata makwancin sa ya gafarta mai zunuban sa. Allah ya kyautata tamu idan lokaci yayi😭",positive
@bbchausa Wai ranar lahira duk wa zai biya bashin ga ne??🤔🤔,neutral
@bbchausa Allah ya kawo sauki Dama ana mata kirari Tadabo tunbin giwa Koda mai kazo an fika Bashakka kano zata iya zama ta daya anawa hasashen Allah ya kawomana karshen wannan annoba bar😢😢😢😢😢😢😢😢,positive
@Rahma_sadau @MofeDuncan Allah ya qara girma da daukaka 🙏🙏🙏🙏,positive
@alinuhu @ShariffAhlan Can't wait.......... Kudu da Arewa taka ce 🎖️🥈 @alinuhu,positive
@AminuSaira @muftimenk @AlikoDangote Wama Zai hada ?mufti mana😍💯💪,neutral
@bbchausa Insha Allahu baza a bayar ba karawa me karfi karfi asara ne wlh Allah Ameen 😂,negative
@bbchausa Ku kunsan komai ai bukola 🤐🤐,neutral
"@FalaluDorayi Mai gida falalu, akwai wanda kanwar MA bata musu aiki, probably yana daga ciki 😂😂😂",neutral
@bbchausa Ina masarautar Sarkin Gaske😍,neutral
"@bbchausa Dan Allah idan an girma Asan an girma. A wnn shekarun kana Irin wnn maganar. Kace ba'a taba Barna Irin wnn lkcn ba, abun nan fa abuse yake. Mai girma minista Ina ganin Girman ka😭",negative
"@bbchausa Da sauki tunda ba dollar 💵 bace. Wai naira miliyan 30, to ai ko mask 😷 dinnan tafi miliyan 30 🤠",neutral
"@AREWA24Channel Hakika #DandinKowaSabonSalo yayi kyau sosai. A yadda kuka zo karshe, muna fatan Allah ya baku basirar cigaba da labarin har yafi na baya kayatarwa. Arewa24 taku ce 🙌",positive
@bbchausa Babu Laifi Domin Matukar ana samun Malamai masu (Taqwah) suna shiga siyasa abune mai matukar muhimmanci Domin sune Sukafi can-canta dasu shiga Domin kawo gyara a harkar.🤗,positive
@alinuhu Morning Sir/Boss Allah yakara girma ❤️ https://t.co/OdxkVX9yuF,positive
@freedomradionig Eh hakan zai taimaka kam. Esp. Wajen tada musu da hankali. 😅 Su baba an waiwayi kurame. Ohh!,negative
@RFI_Ha Sai kace su sunfi hafsoshin tsaron kokari🙄,neutral
"@bbchausa Umaru musa Yar’adua, Allah ya gafarta masa 🙏",positive
@bbchausa Gaskiya wannan hukunchi baiyi ba kuma abun yafara yawa sallar ma arasa lokachin hanata sai da axumii xa'ahana to ALLAH GASUNAN GAKA 😭😭😭😭😭,negative
@bbchausa Ai tinda #FIRAUNA yazama dan africa🇾🇪 Toh tabbas yanada jikoki a masu mulkin #NIGERIA🇳🇬🤔🤔🤔,neutral
@bbchausa Bb munfakai NE bayan zabe 🤔,negative
@bbchausa Sai ga ganduje yana kai gaisuwa 😂,positive
@bbchausa Wato shi sai yanzu yasan da Allahn kenan?🙄🙄🙄,neutral
@Rahma_sadau @Rahma_sadau yau ba tare in tare kenan.😒 Ko da yake akwai dayan chukuweze.,neutral
"@Rahma_sadau @Rahma_sadau kiji tsoron Allah, kisani duk daren dadewa xaki mutu...:;! 😢😭😭",positive
@Rahma_sadau Gaskia kinsamu crush congratulations 😁😂,positive
@bbchausa Kaji maganar banxa to xata auri kanta ne ae ba agidan aure #Sman tace kayi kishin aljihun ka ba amma indae girl friend naka ce ✊🏼✊🏼 Don Babu wnd ya wajab tamaka yimata anko siyo Mata shawarma etc sbd hk samari adunqule hannu ✊🏼✊🏼😎,neutral
"@bbchausa In ta mune, har abada kar ma ya yi inganci😏🙄",negative
"@Rahma_sadau Daga Baya kenan* ""Tusane ya qarewa bodari"" ""Kuma babu wata shiga da kunun zaqi zaiyi yabawa koko tsoro"" U can't undo what has happened girl Cuz u created the chance. Emmm sorry bby😟",negative
@bbchausa Ai da sannu sai andawo hanyar addinin gaskiya dole💪,positive
@bbchausa ANJIMA ana rena mana wayo a kasarnan 😅,negative
@Rahma_sadau Kaga dan bura uba kamar ya daga tutar musulunci se faman kwalalo ido yakeyi hiihihih😂😂😂😂,negative
@bbchausa Wannan bakin labari ne Wallahi 😖😣😫😩🥺 Yara sama da 500 an kwashe Amma shiru ba labari daga gwamnati akan cetosuSai kace ya’yan kaji😫😩🥺ni Wallahi Nigeria ta fita a kaina😖😣😫😩we have no hope left towards our leaders 😫😖we are doomed 😣😖😫😩,negative
@bbchausa kugaya mishi buhari be ma San anyimishi mutuwa ba ai haryanzu😂😂😂,negative
@bbchausa gaskiya abinda Obama fadi kokadan biyiba tsarin👎,neutral
@AminuSaira Mai gida ai baka firm din banza yanxu LABARINA shine yake gigita mutane 😂😂,positive
@bbchausa 😂🤣😄shegiya Weed Bbc ashe kuma kukan taba,negative
@bbchausa @APCNigeria @PdpNigeria taraba diyan banza😸,negative
@bbchausa Ina ruwanmu daman bazamu ba 😏 Wancan shhekaran ma da muka je 200 ya bamu dan uwatar 😎😏,negative
@bbchausa Su ake ji bakina da taba😎,neutral
@freedomradionig Ina ruwan baba da wata kano 🧜🏾‍♂️,neutral
"@AminuSaira @AminuSaira @real_sarkinwaka mutum biyun nan tun Ina YARO suke burgeni har yanzu haka dana girma , Amma kuma abin takaici basu san da zamana ba . 🤦🏽😕 https://t.co/FX7GHuxYmg",positive
