id	score	v	d-obj	p	p-title
00098	?	pour	contents	dog s	dog
00099	?	take	dog food	food	dog
00100	?	take	dog food	dog food	dog
00101	?	take	dog food	tin of dog food	dog
00102	?	take	dog food	tin	dog
00103	?	take	dog food	pet	dog
00104	?	take	dog food	can of petfood	dog
00105	?	take	dog food	floor	dog
00106	?	take	dog food	dogs	dog
00107	?	take	dog food	dog	dog
00108	?	take	dog food	dish	dog
00109	?	take	dog food	bowl	dog
00110	?	take	dog food	tin opener	dog
00111	?	take	dog food	can opener	dog
00112	?	take	dog food	dog s	dog
00113	?	feed	dpog	food	dog
00114	?	feed	dpog	dog food	dog
00115	?	feed	dpog	tin of dog food	dog
00116	?	feed	dpog	tin	dog
00117	?	feed	dpog	pet	dog
00118	?	feed	dpog	can of petfood	dog
00119	?	feed	dpog	floor	dog
00120	?	feed	dpog	dogs	dog
00121	?	feed	dpog	dog	dog
00122	?	feed	dpog	dish	dog
00123	?	feed	dpog	bowl	dog
00124	?	feed	dpog	tin opener	dog
00125	?	feed	dpog	can opener	dog
00126	?	feed	dpog	dog s	dog
00127	?	take	food	food	dog
00128	?	take	food	dog food	dog
00129	?	take	food	tin of dog food	dog
00130	?	take	food	tin	dog
00131	?	take	food	pet	dog
00132	?	take	food	can of petfood	dog
00133	?	take	food	floor	dog
00134	?	take	food	dogs	dog
00135	?	take	food	dog	dog
00136	?	take	food	dish	dog
00137	?	take	food	bowl	dog
00138	?	take	food	tin opener	dog
00139	?	take	food	can opener	dog
00140	?	take	food	dog s	dog
00141	?	open	can	food	dog
00142	?	open	can	dog food	dog
00143	?	open	can	tin of dog food	dog
00144	?	open	can	tin	dog
00145	?	open	can	pet	dog
00146	?	open	can	can of petfood	dog
00147	?	open	can	floor	dog
00148	?	open	can	dogs	dog
00149	?	open	can	dog	dog
00150	?	open	can	dish	dog
00151	?	open	can	bowl	dog
00152	?	open	can	tin opener	dog
00153	?	open	can	can opener	dog
00154	?	open	can	dog s	dog
00155	?	add	water	food	dog
00156	?	add	water	dog food	dog
00157	?	add	water	tin of dog food	dog
00158	?	add	water	tin	dog
00159	?	add	water	pet	dog
00160	?	add	water	can of petfood	dog
00161	?	add	water	floor	dog
00162	?	add	water	dogs	dog
00163	?	add	water	dog	dog
00164	?	add	water	dish	dog
00165	?	add	water	bowl	dog
00166	?	add	water	tin opener	dog
00167	?	add	water	can opener	dog
00168	?	add	water	dog s	dog
00169	?	put	tin opener	food	dog
00170	?	put	tin opener	dog food	dog
00171	?	put	tin opener	tin of dog food	dog
00172	?	put	tin opener	tin	dog
00173	?	put	tin opener	pet	dog
00174	?	put	tin opener	can of petfood	dog
00175	?	put	tin opener	floor	dog
00176	?	put	tin opener	dogs	dog
00177	?	put	tin opener	dog	dog
00178	?	put	tin opener	dish	dog
00179	?	put	tin opener	bowl	dog
00180	?	put	tin opener	tin opener	dog
00181	?	put	tin opener	can opener	dog
00182	?	put	tin opener	dog s	dog
00183	?	carry	it	food	dog
00184	?	carry	it	dog food	dog
00185	?	carry	it	tin of dog food	dog
00186	?	carry	it	tin	dog
00187	?	carry	it	pet	dog
00188	?	carry	it	can of petfood	dog
00189	?	carry	it	floor	dog
00190	?	carry	it	dogs	dog
00191	?	carry	it	dog	dog
00192	?	carry	it	dish	dog
00193	?	carry	it	bowl	dog
00194	?	carry	it	tin opener	dog
00195	?	carry	it	can opener	dog
00196	?	carry	it	dog s	dog
00197	?	get	tin	food	dog
00198	?	get	tin	dog food	dog
00199	?	get	tin	tin of dog food	dog
00200	?	get	tin	tin	dog
00201	?	get	tin	pet	dog
00202	?	get	tin	can of petfood	dog
00203	?	get	tin	floor	dog
00204	?	get	tin	dogs	dog
00205	?	get	tin	dog	dog
00206	?	get	tin	dish	dog
00207	?	get	tin	bowl	dog
00208	?	get	tin	tin opener	dog
00209	?	get	tin	can opener	dog
00210	?	get	tin	dog s	dog
00211	?	get	dogs bowl	food	dog
00212	?	get	dogs bowl	dog food	dog
00213	?	get	dogs bowl	tin of dog food	dog
00214	?	get	dogs bowl	tin	dog
00215	?	get	dogs bowl	pet	dog
00216	?	get	dogs bowl	can of petfood	dog
00217	?	get	dogs bowl	floor	dog
00218	?	get	dogs bowl	dogs	dog
00219	?	get	dogs bowl	dog	dog
00220	?	get	dogs bowl	dish	dog
00221	?	get	dogs bowl	bowl	dog
00222	?	get	dogs bowl	tin opener	dog
00223	?	get	dogs bowl	can opener	dog
00224	?	get	dogs bowl	dog s	dog
00225	?	put	bowl	food	dog
00226	?	put	bowl	dog food	dog
00227	?	put	bowl	tin of dog food	dog
00228	?	put	bowl	tin	dog
00229	?	put	bowl	pet	dog
00230	?	put	bowl	can of petfood	dog
00231	?	put	bowl	floor	dog
00232	?	put	bowl	dogs	dog
00233	?	put	bowl	dog	dog
00234	?	put	bowl	dish	dog
00235	?	put	bowl	bowl	dog
00236	?	put	bowl	tin opener	dog
00237	?	put	bowl	can opener	dog
00238	?	put	bowl	dog s	dog
00239	?	measure	correct amount	food	dog
00240	?	measure	correct amount	dog food	dog
00241	?	measure	correct amount	tin of dog food	dog
00242	?	measure	correct amount	tin	dog
00243	?	measure	correct amount	pet	dog
00244	?	measure	correct amount	can of petfood	dog
00245	?	measure	correct amount	floor	dog
00246	?	measure	correct amount	dogs	dog
00247	?	measure	correct amount	dog	dog
00248	?	measure	correct amount	dish	dog
00249	?	measure	correct amount	bowl	dog
00250	?	measure	correct amount	tin opener	dog
00251	?	measure	correct amount	can opener	dog
00252	?	measure	correct amount	dog s	dog
00253	?	identify	dog dish	food	dog
00254	?	identify	dog dish	dog food	dog
00255	?	identify	dog dish	tin of dog food	dog
00256	?	identify	dog dish	tin	dog
00257	?	identify	dog dish	pet	dog
00258	?	identify	dog dish	can of petfood	dog
00259	?	identify	dog dish	floor	dog
00260	?	identify	dog dish	dogs	dog
00261	?	identify	dog dish	dog	dog
00262	?	identify	dog dish	dish	dog
00263	?	identify	dog dish	bowl	dog
00264	?	identify	dog dish	tin opener	dog
00265	?	identify	dog dish	can opener	dog
00266	?	identify	dog dish	dog s	dog
00267	?	feed	dogs	food	dog
00268	?	feed	dogs	dog food	dog
00269	?	feed	dogs	tin of dog food	dog
00270	?	feed	dogs	tin	dog
00271	?	feed	dogs	pet	dog
00272	?	feed	dogs	can of petfood	dog
00273	?	feed	dogs	floor	dog
00274	?	feed	dogs	dogs	dog
00275	?	feed	dogs	dog	dog
00276	?	feed	dogs	dish	dog
00277	?	feed	dogs	bowl	dog
00278	?	feed	dogs	tin opener	dog
00279	?	feed	dogs	can opener	dog
00280	?	feed	dogs	dog s	dog
00281	?	remove	food	food	dog
00282	?	remove	food	dog food	dog
00283	?	remove	food	tin of dog food	dog
00284	?	remove	food	tin	dog
00285	?	remove	food	pet	dog
00286	?	remove	food	can of petfood	dog
00287	?	remove	food	floor	dog
00288	?	remove	food	dogs	dog
00289	?	remove	food	dog	dog
00290	?	remove	food	dish	dog
00291	?	remove	food	bowl	dog
00292	?	remove	food	tin opener	dog
00293	?	remove	food	can opener	dog
00294	?	remove	food	dog s	dog
00295	?	use	can opener	food	dog
00296	?	use	can opener	dog food	dog
00297	?	use	can opener	tin of dog food	dog
00298	?	use	can opener	tin	dog
00299	?	use	can opener	pet	dog
00300	?	use	can opener	can of petfood	dog
00301	?	use	can opener	floor	dog
00302	?	use	can opener	dogs	dog
00303	?	use	can opener	dog	dog
00304	?	use	can opener	dish	dog
00305	?	use	can opener	bowl	dog
00306	?	use	can opener	tin opener	dog
00307	?	use	can opener	can opener	dog
00308	?	use	can opener	dog s	dog
00309	?	prepare	food	food	dog
00310	?	prepare	food	dog food	dog
00311	?	prepare	food	tin of dog food	dog
00312	?	prepare	food	tin	dog
00313	?	prepare	food	pet	dog
00314	?	prepare	food	can of petfood	dog
00315	?	prepare	food	floor	dog
00316	?	prepare	food	dogs	dog
00317	?	prepare	food	dog	dog
00318	?	prepare	food	dish	dog
00319	?	prepare	food	bowl	dog
00320	?	prepare	food	tin opener	dog
00321	?	prepare	food	can opener	dog
00322	?	prepare	food	dog s	dog
00323	?	scoop	food	food	dog
00324	?	scoop	food	dog food	dog
00325	?	scoop	food	tin of dog food	dog
00326	?	scoop	food	tin	dog
00327	?	scoop	food	pet	dog
00328	?	scoop	food	can of petfood	dog
00329	?	scoop	food	floor	dog
00330	?	scoop	food	dogs	dog
00331	?	scoop	food	dog	dog
00332	?	scoop	food	dish	dog
00333	?	scoop	food	bowl	dog
00334	?	scoop	food	tin opener	dog
00335	?	scoop	food	can opener	dog
00336	?	scoop	food	dog s	dog
00337	?	remove	dog food	food	dog
00338	?	remove	dog food	dog food	dog
00339	?	remove	dog food	tin of dog food	dog
00340	?	remove	dog food	tin	dog
00341	?	remove	dog food	pet	dog
00342	?	remove	dog food	can of petfood	dog
00343	?	remove	dog food	floor	dog
00344	?	remove	dog food	dogs	dog
00345	?	remove	dog food	dog	dog
00346	?	remove	dog food	dish	dog
00347	?	remove	dog food	bowl	dog
00348	?	remove	dog food	tin opener	dog
00349	?	remove	dog food	can opener	dog
00350	?	remove	dog food	dog s	dog
00351	?	open	dog food bag	food	dog
00352	?	open	dog food bag	dog food	dog
00353	?	open	dog food bag	tin of dog food	dog
00354	?	open	dog food bag	tin	dog
00355	?	open	dog food bag	pet	dog
00356	?	open	dog food bag	can of petfood	dog
00357	?	open	dog food bag	floor	dog
00358	?	open	dog food bag	dogs	dog
00359	?	open	dog food bag	dog	dog
00360	?	open	dog food bag	dish	dog
00361	?	open	dog food bag	bowl	dog
00362	?	open	dog food bag	tin opener	dog
00363	?	open	dog food bag	can opener	dog
00364	?	open	dog food bag	dog s	dog
00365	?	get	bowl	food	dog
00366	?	get	bowl	dog food	dog
00367	?	get	bowl	tin of dog food	dog
00368	?	get	bowl	tin	dog
00369	?	get	bowl	pet	dog
00370	?	get	bowl	can of petfood	dog
00371	?	get	bowl	floor	dog
00372	?	get	bowl	dogs	dog
00373	?	get	bowl	dog	dog
00374	?	get	bowl	dish	dog
00375	?	get	bowl	bowl	dog
00376	?	get	bowl	tin opener	dog
00377	?	get	bowl	can opener	dog
00378	?	get	bowl	dog s	dog
00379	?	put	food bag	food	dog
00380	?	put	food bag	dog food	dog
00381	?	put	food bag	tin of dog food	dog
00382	?	put	food bag	tin	dog
00383	?	put	food bag	pet	dog
00384	?	put	food bag	can of petfood	dog
00385	?	put	food bag	floor	dog
00386	?	put	food bag	dogs	dog
00387	?	put	food bag	dog	dog
00388	?	put	food bag	dish	dog
00389	?	put	food bag	bowl	dog
00390	?	put	food bag	tin opener	dog
00391	?	put	food bag	can opener	dog
00392	?	put	food bag	dog s	dog
00393	?	fill	food dish	food	dog
00394	?	fill	food dish	dog food	dog
00395	?	fill	food dish	tin of dog food	dog
00396	?	fill	food dish	tin	dog
00397	?	fill	food dish	pet	dog
00398	?	fill	food dish	can of petfood	dog
00399	?	fill	food dish	floor	dog
00400	?	fill	food dish	dogs	dog
00401	?	fill	food dish	dog	dog
00402	?	fill	food dish	dish	dog
00403	?	fill	food dish	bowl	dog
00404	?	fill	food dish	tin opener	dog
00405	?	fill	food dish	can opener	dog
00406	?	fill	food dish	dog s	dog
00407	?	poor	it	food	dog
00408	?	poor	it	dog food	dog
00409	?	poor	it	tin of dog food	dog
00410	?	poor	it	tin	dog
00411	?	poor	it	pet	dog
00412	?	poor	it	can of petfood	dog
00413	?	poor	it	floor	dog
00414	?	poor	it	dogs	dog
00415	?	poor	it	dog	dog
00416	?	poor	it	dish	dog
00417	?	poor	it	bowl	dog
00418	?	poor	it	tin opener	dog
00419	?	poor	it	can opener	dog
00420	?	poor	it	dog s	dog
00421	?	pour	food	food	dog
00422	?	pour	food	dog food	dog
00423	?	pour	food	tin of dog food	dog
00424	?	pour	food	tin	dog
00425	?	pour	food	pet	dog
00426	?	pour	food	can of petfood	dog
00427	?	pour	food	floor	dog
00428	?	pour	food	dogs	dog
00429	?	pour	food	dog	dog
00430	?	pour	food	dish	dog
00431	?	pour	food	bowl	dog
00432	?	pour	food	tin opener	dog
00433	?	pour	food	can opener	dog
00434	?	pour	food	dog s	dog
00435	?	catch	pet dog	food	dog
00436	?	catch	pet dog	dog food	dog
00437	?	catch	pet dog	tin of dog food	dog
00438	?	catch	pet dog	tin	dog
00439	?	catch	pet dog	pet	dog
00440	?	catch	pet dog	can of petfood	dog
00441	?	catch	pet dog	floor	dog
00442	?	catch	pet dog	dogs	dog
00443	?	catch	pet dog	dog	dog
00444	?	catch	pet dog	dish	dog
00445	?	catch	pet dog	bowl	dog
00446	?	catch	pet dog	tin opener	dog
00447	?	catch	pet dog	can opener	dog
00448	?	catch	pet dog	dog s	dog
00449	?	find	dog food	food	dog
00450	?	find	dog food	dog food	dog
00451	?	find	dog food	tin of dog food	dog
00452	?	find	dog food	tin	dog
00453	?	find	dog food	pet	dog
00454	?	find	dog food	can of petfood	dog
00455	?	find	dog food	floor	dog
00456	?	find	dog food	dogs	dog
00457	?	find	dog food	dog	dog
00458	?	find	dog food	dish	dog
00459	?	find	dog food	bowl	dog
00460	?	find	dog food	tin opener	dog
00461	?	find	dog food	can opener	dog
00462	?	find	dog food	dog s	dog
00463	?	carry	dog food	food	dog
00464	?	carry	dog food	dog food	dog
00465	?	carry	dog food	tin of dog food	dog
00466	?	carry	dog food	tin	dog
00467	?	carry	dog food	pet	dog
00468	?	carry	dog food	can of petfood	dog
00469	?	carry	dog food	floor	dog
00470	?	carry	dog food	dogs	dog
00471	?	carry	dog food	dog	dog
00472	?	carry	dog food	dish	dog
00473	?	carry	dog food	bowl	dog
00474	?	carry	dog food	tin opener	dog
00475	?	carry	dog food	can opener	dog
00476	?	carry	dog food	dog s	dog
00477	?	put	food tin	food	dog
00478	?	put	food tin	dog food	dog
00479	?	put	food tin	tin of dog food	dog
00480	?	put	food tin	tin	dog
00481	?	put	food tin	pet	dog
00482	?	put	food tin	can of petfood	dog
00483	?	put	food tin	floor	dog
00484	?	put	food tin	dogs	dog
00485	?	put	food tin	dog	dog
00486	?	put	food tin	dish	dog
00487	?	put	food tin	bowl	dog
00488	?	put	food tin	tin opener	dog
00489	?	put	food tin	can opener	dog
00490	?	put	food tin	dog s	dog
00491	?	place	food	food	dog
00492	?	place	food	dog food	dog
00493	?	place	food	tin of dog food	dog
00494	?	place	food	tin	dog
00495	?	place	food	pet	dog
00496	?	place	food	can of petfood	dog
00497	?	place	food	floor	dog
00498	?	place	food	dogs	dog
00499	?	place	food	dog	dog
00500	?	place	food	dish	dog
00501	?	place	food	bowl	dog
00502	?	place	food	tin opener	dog
00503	?	place	food	can opener	dog
00504	?	place	food	dog s	dog
00505	?	give	food	food	dog
00506	?	give	food	dog food	dog
00507	?	give	food	tin of dog food	dog
00508	?	give	food	tin	dog
00509	?	give	food	pet	dog
00510	?	give	food	can of petfood	dog
00511	?	give	food	floor	dog
00512	?	give	food	dogs	dog
00513	?	give	food	dog	dog
00514	?	give	food	dish	dog
00515	?	give	food	bowl	dog
00516	?	give	food	tin opener	dog
00517	?	give	food	can opener	dog
00518	?	give	food	dog s	dog
00519	?	place	dog food dish	food	dog
00520	?	place	dog food dish	dog food	dog
00521	?	place	dog food dish	tin of dog food	dog
00522	?	place	dog food dish	tin	dog
00523	?	place	dog food dish	pet	dog
00524	?	place	dog food dish	can of petfood	dog
00525	?	place	dog food dish	floor	dog
00526	?	place	dog food dish	dogs	dog
00527	?	place	dog food dish	dog	dog
00528	?	place	dog food dish	dish	dog
00529	?	place	dog food dish	bowl	dog
00530	?	place	dog food dish	tin opener	dog
00531	?	place	dog food dish	can opener	dog
00532	?	place	dog food dish	dog s	dog
00533	?	locate	dogs bowl	food	dog
00534	?	locate	dogs bowl	dog food	dog
00535	?	locate	dogs bowl	tin of dog food	dog
00536	?	locate	dogs bowl	tin	dog
00537	?	locate	dogs bowl	pet	dog
00538	?	locate	dogs bowl	can of petfood	dog
00539	?	locate	dogs bowl	floor	dog
00540	?	locate	dogs bowl	dogs	dog
00541	?	locate	dogs bowl	dog	dog
00542	?	locate	dogs bowl	dish	dog
00543	?	locate	dogs bowl	bowl	dog
00544	?	locate	dogs bowl	tin opener	dog
00545	?	locate	dogs bowl	can opener	dog
00546	?	locate	dogs bowl	dog s	dog
00547	?	find	canned food	food	dog
00548	?	find	canned food	dog food	dog
00549	?	find	canned food	tin of dog food	dog
00550	?	find	canned food	tin	dog
00551	?	find	canned food	pet	dog
00552	?	find	canned food	can of petfood	dog
00553	?	find	canned food	floor	dog
00554	?	find	canned food	dogs	dog
00555	?	find	canned food	dog	dog
00556	?	find	canned food	dish	dog
00557	?	find	canned food	bowl	dog
00558	?	find	canned food	tin opener	dog
00559	?	find	canned food	can opener	dog
00560	?	find	canned food	dog s	dog
00561	?	encourage	dog	food	dog
00562	?	encourage	dog	dog food	dog
00563	?	encourage	dog	tin of dog food	dog
00564	?	encourage	dog	tin	dog
00565	?	encourage	dog	pet	dog
00566	?	encourage	dog	can of petfood	dog
00567	?	encourage	dog	floor	dog
00568	?	encourage	dog	dogs	dog
00569	?	encourage	dog	dog	dog
00570	?	encourage	dog	dish	dog
00571	?	encourage	dog	bowl	dog
00572	?	encourage	dog	tin opener	dog
00573	?	encourage	dog	can opener	dog
00574	?	encourage	dog	dog s	dog
00575	?	find	dog dish	food	dog
00576	?	find	dog dish	dog food	dog
00577	?	find	dog dish	tin of dog food	dog
00578	?	find	dog dish	tin	dog
00579	?	find	dog dish	pet	dog
00580	?	find	dog dish	can of petfood	dog
00581	?	find	dog dish	floor	dog
00582	?	find	dog dish	dogs	dog
00583	?	find	dog dish	dog	dog
00584	?	find	dog dish	dish	dog
00585	?	find	dog dish	bowl	dog
00586	?	find	dog dish	tin opener	dog
00587	?	find	dog dish	can opener	dog
00588	?	find	dog dish	dog s	dog
00589	?	put	tin	food	dog
00590	?	put	tin	dog food	dog
00591	?	put	tin	tin of dog food	dog
00592	?	put	tin	tin	dog
00593	?	put	tin	pet	dog
00594	?	put	tin	can of petfood	dog
00595	?	put	tin	floor	dog
00596	?	put	tin	dogs	dog
00597	?	put	tin	dog	dog
00598	?	put	tin	dish	dog
00599	?	put	tin	bowl	dog
00600	?	put	tin	tin opener	dog
00601	?	put	tin	can opener	dog
00602	?	put	tin	dog s	dog
00603	?	place	dish	food	dog
00604	?	place	dish	dog food	dog
00605	?	place	dish	tin of dog food	dog
00606	?	place	dish	tin	dog
00607	?	place	dish	pet	dog
00608	?	place	dish	can of petfood	dog
00609	?	place	dish	floor	dog
00610	?	place	dish	dogs	dog
00611	?	place	dish	dog	dog
00612	?	place	dish	dish	dog
00613	?	place	dish	bowl	dog
00614	?	place	dish	tin opener	dog
00615	?	place	dish	can opener	dog
00616	?	place	dish	dog s	dog
00617	?	measure	food	food	dog
00618	?	measure	food	dog food	dog
00619	?	measure	food	tin of dog food	dog
00620	?	measure	food	tin	dog
00621	?	measure	food	pet	dog
00622	?	measure	food	can of petfood	dog
00623	?	measure	food	floor	dog
00624	?	measure	food	dogs	dog
00625	?	measure	food	dog	dog
00626	?	measure	food	dish	dog
00627	?	measure	food	bowl	dog
00628	?	measure	food	tin opener	dog
00629	?	measure	food	can opener	dog
00630	?	measure	food	dog s	dog
00631	?	pour	dry food	food	dog
00632	?	pour	dry food	dog food	dog
00633	?	pour	dry food	tin of dog food	dog
00634	?	pour	dry food	tin	dog
00635	?	pour	dry food	pet	dog
00636	?	pour	dry food	can of petfood	dog
00637	?	pour	dry food	floor	dog
00638	?	pour	dry food	dogs	dog
00639	?	pour	dry food	dog	dog
00640	?	pour	dry food	dish	dog
00641	?	pour	dry food	bowl	dog
00642	?	pour	dry food	tin opener	dog
00643	?	pour	dry food	can opener	dog
00644	?	pour	dry food	dog s	dog
00645	?	get	dog	food	dog
00646	?	get	dog	dog food	dog
00647	?	get	dog	tin of dog food	dog
00648	?	get	dog	tin	dog
00649	?	get	dog	pet	dog
00650	?	get	dog	can of petfood	dog
00651	?	get	dog	floor	dog
00652	?	get	dog	dogs	dog
00653	?	get	dog	dog	dog
00654	?	get	dog	dish	dog
00655	?	get	dog	bowl	dog
00656	?	get	dog	tin opener	dog
00657	?	get	dog	can opener	dog
00658	?	get	dog	dog s	dog
00659	?	locate	dog	food	dog
00660	?	locate	dog	dog food	dog
00661	?	locate	dog	tin of dog food	dog
00662	?	locate	dog	tin	dog
00663	?	locate	dog	pet	dog
00664	?	locate	dog	can of petfood	dog
00665	?	locate	dog	floor	dog
00666	?	locate	dog	dogs	dog
00667	?	locate	dog	dog	dog
00668	?	locate	dog	dish	dog
00669	?	locate	dog	bowl	dog
00670	?	locate	dog	tin opener	dog
00671	?	locate	dog	can opener	dog
00672	?	locate	dog	dog s	dog
00673	?	open	food	food	dog
00674	?	open	food	dog food	dog
00675	?	open	food	tin of dog food	dog
00676	?	open	food	tin	dog
00677	?	open	food	pet	dog
00678	?	open	food	can of petfood	dog
00679	?	open	food	floor	dog
00680	?	open	food	dogs	dog
00681	?	open	food	dog	dog
00682	?	open	food	dish	dog
00683	?	open	food	bowl	dog
00684	?	open	food	tin opener	dog
00685	?	open	food	can opener	dog
00686	?	open	food	dog s	dog
00687	?	pour	some	food	dog
00688	?	pour	some	dog food	dog
00689	?	pour	some	tin of dog food	dog
00690	?	pour	some	tin	dog
00691	?	pour	some	pet	dog
00692	?	pour	some	can of petfood	dog
00693	?	pour	some	floor	dog
00694	?	pour	some	dogs	dog
00695	?	pour	some	dog	dog
00696	?	pour	some	dish	dog
00697	?	pour	some	bowl	dog
00698	?	pour	some	tin opener	dog
00699	?	pour	some	can opener	dog
00700	?	pour	some	dog s	dog
00701	?	get	can	food	dog
00702	?	get	can	dog food	dog
00703	?	get	can	tin of dog food	dog
00704	?	get	can	tin	dog
00705	?	get	can	pet	dog
00706	?	get	can	can of petfood	dog
00707	?	get	can	floor	dog
00708	?	get	can	dogs	dog
00709	?	get	can	dog	dog
00710	?	get	can	dish	dog
00711	?	get	can	bowl	dog
00712	?	get	can	tin opener	dog
00713	?	get	can	can opener	dog
00714	?	get	can	dog s	dog
00715	?	give	water	food	dog
00716	?	give	water	dog food	dog
00717	?	give	water	tin of dog food	dog
00718	?	give	water	tin	dog
00719	?	give	water	pet	dog
00720	?	give	water	can of petfood	dog
00721	?	give	water	floor	dog
00722	?	give	water	dogs	dog
00723	?	give	water	dog	dog
00724	?	give	water	dish	dog
00725	?	give	water	bowl	dog
00726	?	give	water	tin opener	dog
00727	?	give	water	can opener	dog
00728	?	give	water	dog s	dog
00729	?	feed	dog	food	dog
00730	?	feed	dog	dog food	dog
00731	?	feed	dog	tin of dog food	dog
00732	?	feed	dog	tin	dog
00733	?	feed	dog	pet	dog
00734	?	feed	dog	can of petfood	dog
00735	?	feed	dog	floor	dog
00736	?	feed	dog	dogs	dog
00737	?	feed	dog	dog	dog
00738	?	feed	dog	dish	dog
00739	?	feed	dog	bowl	dog
00740	?	feed	dog	tin opener	dog
00741	?	feed	dog	can opener	dog
00742	?	feed	dog	dog s	dog
00743	?	put	pet foods	food	dog
00744	?	put	pet foods	dog food	dog
00745	?	put	pet foods	tin of dog food	dog
00746	?	put	pet foods	tin	dog
00747	?	put	pet foods	pet	dog
00748	?	put	pet foods	can of petfood	dog
00749	?	put	pet foods	floor	dog
00750	?	put	pet foods	dogs	dog
00751	?	put	pet foods	dog	dog
00752	?	put	pet foods	dish	dog
00753	?	put	pet foods	bowl	dog
00754	?	put	pet foods	tin opener	dog
00755	?	put	pet foods	can opener	dog
00756	?	put	pet foods	dog s	dog
00757	?	find	dry food	food	dog
00758	?	find	dry food	dog food	dog
00759	?	find	dry food	tin of dog food	dog
00760	?	find	dry food	tin	dog
00761	?	find	dry food	pet	dog
00762	?	find	dry food	can of petfood	dog
00763	?	find	dry food	floor	dog
00764	?	find	dry food	dogs	dog
00765	?	find	dry food	dog	dog
00766	?	find	dry food	dish	dog
00767	?	find	dry food	bowl	dog
00768	?	find	dry food	tin opener	dog
00769	?	find	dry food	can opener	dog
00770	?	find	dry food	dog s	dog
00771	?	pour	dog food	food	dog
00772	?	pour	dog food	dog food	dog
00773	?	pour	dog food	tin of dog food	dog
00774	?	pour	dog food	tin	dog
00775	?	pour	dog food	pet	dog
00776	?	pour	dog food	can of petfood	dog
00777	?	pour	dog food	floor	dog
00778	?	pour	dog food	dogs	dog
00779	?	pour	dog food	dog	dog
