text,label
"@darolakesalt Àwọn àgbàlagbà sọ̀rọ̀ wọ́n ní ""fìlà ò dùn bíi k'á mọ̀ ọ́ dé; ká mọ̀ ọ́ dé kò dùn bíi kó yẹ 'ni, kó yẹ' ni kò dùn bíi k'á rówó rà á.""",neutral
"Yorùbá nbú'yàn ṣá ""..àyà wanle bí òkú ìbànújẹ́"" áha! :) #eebu #Yoruba",negative
@angeliquekidjo ẹ kú iṣẹ́ ribiribi náà o Yèyé. Elédùmarè yóò túbọ̀ máa kún un yín lápá. #mothernature 🌱🌍🌧️🌞❄️,positive
"Òwe Yoòbá kan lọ báyìí wípé, ohun tí a ò bá ní í gbà lólówó, táníkà la ti ń kọ̀ ọ́. #IdajoNileYoruba #Yoruba #Owe",neutral
"@kingsaheedosupa once said ""...oore ló pé múra sí i, ìkà ò pé"" https://t.co/7S22Nui007",positive
"Gẹ́gẹ́ bí àpẹẹrẹ: Ọmú-u Fúnmilọ́lá, kì í ṣe ọmú Fúnmilọ́lá. Okó-o Kọ́láwọlé ✔️ Okó Kọ́láwọlé ❌ Bàtà-à mi ✔️ Bàtà mi ❌ Ire-è mi ✔️ Ire mi ❌ Ìlú-ù mi ✔️ Ìlú mi ❌ #Ami #Yoruba #LearnYoruba",neutral
"RT @floemmproperty: #TweetinYoruba oruko mi Adetola omo Oginni, Emi ni alase ati oludari ile ise floemmproperties. Abi mi Ilu Akure, omo Il…",neutral
RT @LSlydon: @YorubaNewsAlert @ogundamisi @atiku @JustusOGD @bukolasaraki @ProfOsinbajo O she fun awon afenifere sha...Atiku ti jeki won mo…,negative
Asa ile Yoruba. Apa Keji (Ihuwasi ati ila kiko) Watch full video and subscribe to @believetvseries on YouTube #yoruba #culture #Nigeria #africanroots https://t.co/XSlbnfX43L,neutral
RT @thezaynabyusuf: DgTakeitback: RT abiodunlawalt: YeleSowore lo lese o. Eje ka dibo fun o!#Sowore2019 #Yoruba soworeagenda19 Sowore2019 S…,positive
"RT @ogundamisi: Ma se fi owo osi juwe ile baba ati iya ti o bi e lomo, oya fi ede geeesi si ile ki o #TweetYoruba loko oni. Ire o! http://t…",positive
"Bí ènìyàn bá ní ọgbẹ́, tàbí kí ejò ṣán ni, ẹ̀pa la fi ń pa oróo rẹ̀, ni a fi ní aporó. A máa ń lá a #Yoruba #oogun http://t.co/K1mJbfzJ27",neutral
Modupẹ! Adun a kaarí oo! #africanlanguagesmatter #yoruba https://t.co/zUgKaLJANV,positive
@Alexakin30 bi a o ba ku a o je eran to ju eerin lo #Yoruba #proverbs,positive
RT @Lanredeola: @omoyoruba_atata Adupe a jiire oh. Edumare a fi melody s'aye ria loni bi asa ijesha! @yusufsky007 @Alexakin30 @omoadegun ...,positive
Ẹ jẹ́ k'á para wa láyò. #Ibeere #Yoruba,neutral
Ẹṣeun o jàre. Ẹ wo àwọn wọ̀nyí náà --&gt; @yobamoodua @Theyorubablog @toluOloruntoba @baroka,positive
#TweetinYoruba kilaati fe se ti awon oojelu ti nwon pee ra'won ni ose'lu sii o? E'je agbe ye'wo o. https://t.co/8pmwhx24Ge,negative
"RT @pattollaa: @yobamoodua Sadaka ni won ma fi ege (Paki) ti won ti lo bi gaari yan ninu agolo miliki ti won ge loju mejeji ninu agbada,o …",neutral
"RT @AbiodunBorisade: Watch #jkf @kfayemi as he #speaks #Yoruba on #Ekiti perspective on #grazingland ""Ipese Ile fun Eran dida"" https://t.c…",neutral
"Òwe àgbà ní ""ọmọlọ́mọ là á rán níṣẹ́ à á dé lóru"", ẹ wí fún wọ́n pé kí wọ́n ó rán'mọ wọn. Wọ́n kì í múyan síi. #DGtrends",negative
"A tún ń lo epo fún ìmúdiyíyọ̀ ẹ̀rọ, bíi gírìsì. #Epo #Epopupa #Yoruba",neutral
"Èbúté mẹ́ta ni a fún láṣẹ láti máa kó ẹrú wọ̀lú, àwọn ni; London 1660 - 1720; Bristol 1720 - 1740; Liverpool 1740 - 1807. #OIANUK",neutral
"🔵Ọlẹ̀ á sọ nínúu gbogbo obìnrin tó ń w'ọ́mọ 🔵Bàbá ra ẹran abàmú - Ọmọ inú ọmọ ènìyàn ni 'ọlẹ̀', ọmọ inú ẹranko tàbí ọmọ ẹyẹ ni à ń pè ní 'àmú'. #InYoruba #Yoruba #LearnYoruba #Language https://t.co/YbTIJOyZJH",positive
"RT @ELHUSSEIN4: @YorubaNewsAlert asa kasa ti awon eyan ko ni odo awon oyinbo tiko mu ogbon wa, koda rara,atipe ounse okunfa alebu ati arun",negative
"RT @alakoweyoruba: Mo ń rí àwọn èébú kọ̀ọ̀kan. Àti àwọn tí wọ́n ń fi wá ṣe yẹ̀yẹ́. Ẹ fiwọ́n sílẹ̀, ara ló ń ta wọ́n. Àwa ò ní fi ọwọ́ òs ...",negative
Ọ̀rọ̀ wo ló wà lẹ́nu bàbá Ìyábọ̀ gan àn? Kí ni Ọbásanjọ́ ń wò o? @SaharaReporters » @SegunObasanjo #Nigeria http://t.co/nDKiXyzz1p,negative
Ẹ KÚ OJÚMỌ́ O... 😊 ṢÉ ÀLÀÁFÍÀ NI Ẹ WÀ?🤷‍♀️ Ẹ KÚ ỌJỌ́ MẸ́TA. A Ò NÍÍ RÍ ÌDÀÀMÚ KANKAN LỌ́SẸ̀ YÍ. ỌKÀN WA A BALẸ̀. ÀÁ JÈRÈ ỌJÀ LÁGBÁRA ỌLỌ́RUN! 🙏 #yoruba #iwure #adura #ojumoire #oseaseyori #owurolojo #ojoaje #omooodua #akepride #akomolede https://t.co/SVxu4ht7CR,positive
nkan ti bàjẹ́ pátá pátá pátá ní #Nigeria!. Àbí báwo ni wọ́n ṣe tún jẹ́ kí #DanaAir padà?,negative
"""@WilderJmnz: @yobamoodua aboru aboye abosise."" A tọ́, a gbó",positive
@moosulirat Kí ló ń jẹ́ bẹ́ẹ̀? / ki lo n je bee? #NeverWriteYorubaTogether #WriteYorubaWordsSeperately #LearnYoruba #Yoruba,neutral
"Ẹrú babaa mi kan láíláí. Ẹrú babaa mi kan làèlàè, owó níí jẹ kìí jẹ̀'gbàdo? Kí ni o? #tweetYoruba @adesokan2010 @kemi_odutayo #AloApamo",neutral
"@eduazeez gba mẹ́ta ✔️✔️✔️ ṣi méjì ✖️✖️, @olaideslex gba méjì ✔️✔️ ṣìkan ✖️, @DeeOne_lala gba ọ̀kan ✔️, @Ifycent20 náà gbàkan ✔️. #Yoruba",neutral
Bí a ṣe ń ṣe ni àwon ọm'Iwere ń ṣe. »»» 1. Oṣù mẹ́ta gbáko ni à á fi í dárò Olú kí ìmíì ó t'ó jẹ. #Itsekiri #Delta #Yoruba,neutral
"RT @yobamoodua: Àwíyé ni Ifẹ̀ í fọ̀, gbangba ni oró ípẹran. Ohun tó bá jọhun, ẹ jẹ́ ká fi wé 'hun, èpo ẹ̀pá jọ pósí èlírí, èèwọ̀ ni omi àti…",neutral
"Ko si iwure miran to ju iwa lo, Iwa loba awure",positive
RT @lollyannes: @YorubaNewsAlert Oju ire lo mo wa lo ni o. E ku oju mo! #TweetInYoruba,positive
"@AyoTayo @emmyosh Ẹ ṣá mọ̀ pé ""52"" ò kí nṣe èdè kankan. Ònkà ni. A lè kọọ́ bẹ́ẹ̀ ní èdè kédè.",neutral
"Tí ìgbà bá ngbáni ká màa rọ́jú, ìgbà nbọ̀ wá padà gbani. If it seems time is playing you now just be patient, time will still pay you later.",positive
"Níṣe ló yẹ kí ẹ máa rọ́ ọrọ̀ tí ẹ kó padà sí ìlú ni, ọwọ́ọ yín ló wà, ẹ kàn ń dá tútù láwọ́, ará ìlú ń gbẹ. @AlikoDangote #IjoOle",negative
"Yorùbá adage for the week: ""Àdánìkànrìn ejò ló ń jẹ ọmọ ejò níyà"" Translation: The lone movement of a snake exposes it to danger. What is this Òwe telling you? #learnyoruba #wisesayings #owe #mondaywisdom #yorubalessons #yoruba https://t.co/Wkivci5wDv",negative
"RT @ShegZii: @yobamoodua e jòwó, e bá mi fi àmìn ohùn sí ""Ohun to de ba oka, la fi ba oka ninu oka. Oka kii je oka,ohun to nje oka ni oka…",neutral
Ẹ kú ojúmọ́ o!! ṣé àláfíà ni? #ekaaro,positive
Emi l'ó fa sábàbí tí a fi máa ń fi orúkọ àpèlé agbẹ́jọ́rò àti ọba Ìlọrin ìgbà kan rí (Kọ́lápọ̀) Sulu-Gambari pe ẹni tí kò já fáfá nílẹ̀ Yoòbá? Ǹjẹ́ ẹ lè sọ fún mi bí? @GbenroAdegbola #ibrahimgambari #Yoruba #Ayalo https://t.co/9frj5e6wfd,negative
@NatGeo @HammedOnilude Oluwa maje Kari Ogun alantako. My #Yoruba people can relate to this @BamideleAdetun7,positive
"RT @akkintunde: @omoadegun o Kare , iwo o bawo si ninu awon omo to n fi owo osi juwe ile Baba won.",positive
♫ L'óké l'óké lẹyẹ àdàbà ń fò ...,positive
Ṣé ọ̀rá ni ìwọ́ fi ń pọ́n oúnjẹ bíi mọ́ínmọ́ín àbí inú ike? Ó jẹ́ jáwọ́ ń'bẹ̀ kí o máa lo ewé eran tí yóò ṣe ara lóore. Ewé erán ní èròjà àmú-ara-dàgbà. Oje ewé eran sì tún lágbára láti pa oró ejò tàbí agbọ́n. Oògùn ìlera ọpọlọ ni pẹ̀lú. #Ewe🌿 #Yoruba https://t.co/mFdtlwhfH7,positive
"Bí a bá ń ka #OwoEyo, a óò ní ""ẹní, èjì, ẹ̀ta, ..."" #Yoruba #Onka https://t.co/A2i160MGxb",neutral
FI IKÙN LU IKÙN - Kí àwọn èèyàn jọ jókòó ṣe àròpọ̀ lórí ọ̀rọ̀ tàbí ǹkan kan. When people deliberate on a matter,neutral
RT @SirBenlowzamani: @yobamoodua#Bi mi o ba jeun ko ni jeun.Bi mi o ba sun oun naa o ni sun.Bi mo ba n sunkun inu re ko ni dun.Iya niya mi,positive
@Ogbeni_VICTOR Kí ni ilàa rẹ o #Ife,neutral
"16. Òye ńlá kan nínú Ògbóni ni Ọ̀dọ̀fin, oyè Magbà ni ti Ṣàngó, oyè wo ni Olúwo? #ibeere #Yoruba",neutral
"Ẹdun àrá Ṣàngó ní ń sán pa olè àti ọlọ́kàánjúà t'ó jíṣu láti fi gún'yán, onítọ̀hún yó jẹyán rẹ̀ níṣu. #Orisa #OkoOya #Ohanepo #Nigeria",negative
"RT @molarawood: @FerrariEko E se, yoo daa fun yin. Ire nile, ire l'óko fun gbogbo wa. Erè l'obinrin n je l'ábò ojà, erè ni tiwa. Ase. @ala…",positive
"RT @yobamoodua: Ajé Olókùn. Ajé Onírè. Ajé Ṣálúgà. Gbé ire owó tútù tí ń d'óṣì-pa-àgbàànà kò mí. Bùn mí níre owó tabua, nítorí owó ló dù…",positive
"RT @Mystreetgospel: ""Bi awon Ologbon ba kuna lati ja fun ipo ninu isakoso Ilu,Ogbon omugo ni won o fi dari won"" - Baba Awolowo @yobamoodua …",negative
"Ika ma lokunrin yii o! O fi ayoonu jo omo-odo re, bee lo tun n fi sise lai gbatoju http://t.co/Vdx5728wOP",negative
"RT @yobamoodua: Ewé ọgbọ́ tí à ń kì nínú ọfọ̀ọ nì: ""ohun tí a bá wí fún ọgbọ́ ni ọgbọ́ ń gbọ́..."" rè é o! Oògùn ara ríro àti oògùn ọgbẹ́ in…",neutral
"RT @GbenroAdegbola: “@yobamoodua: Dárúkọ orúkọ mẹ́ta tí ó bẹ̀rẹ̀ pẹ̀lú 'Lá'. #Ibeere #Yoruba” 'Labinjo,'Ladipo,'Lakunle..",neutral
Pásítọ̀ @sam_adeyemi! È é ṣe tí ẹnu ń kùn yín l'ówùrọ̀ yìí? Ọmọ ìjọ ní Odù òwùrọ̀ yìí kù díẹ̀ kí á tó. Ẹ tún 'fá dà. #Ifagelism,negative
"Ajíbọ́lá Yẹmí, @Chexfactor mo rí iṣẹ́ ribiribi; àtúnṣe ilé ìwòsàn tí o gbé ṣe ní Kwara, Ọlọ́run á san ẹ́ lẹ́san ire. Káre ọmọ'kọ. 👏👍👊",positive
Ma jo ba lo Oluwa Ma jo ba lo Oluwa Ma jo ba lo Oluwa Ma jo ba lo Oluwa O ba ta ko le olere Alagbara ta ko le se gu ni Ijo ba re edu mo mi ye ye o Ma jo ba lo Oluwa I don't know the meaning of this song in #yoruba but i've been singing it since i wake up from sleep. #ThankYouLord,positive
Dokita Frederick Faseun ko i ti fi ijekuje sile o! Egbe Oselu UPN wipe alatenuje amunubuni ni Faseun http://t.co/1lds0VhNdC,negative
Ǹjẹ́ o mọ̀ pé #SamuelAjayiCrowther rin agbègbè Odòo-Ọya lọ́dọọdún fún ogún ọdún kí o tóó pé ọmọ ọgọ́rin-ọdún-ó-lé-mẹ́rin? #Yoruba,neutral
1. A ⏩akàn B ⏩bọ̀lì D ⏩dùnùndún E ⏩___ Ẹ ⏩ẹ̀kọ F ⏩ ___ G ⏩ gaàrí #ibeere #Yoruba,neutral
"FOUR PICTURES, ONE WORD ÀWÒRÁN MẸ́RIN, Ọ̀RỌ̀ KAN What is it? Kíni o? https://t.co/5eL0T4yFD9",neutral
"ìṣèlú. Ó ràn wọ́n lọ́wọ́ láti ṣòwò sí ọ̀nà òkè kúrò nínú Ẹ̀gbá, láti lè rí wípé wọ́n ní ọwọ́ rẹpẹtẹ. Òhun tó ṣe okùnfà ikú Líṣàbi, kò yé ẹnì kan ní pàtó. Bí wọ́n ti wí pé, Líṣàbi kò gbajúmọ̀ mọ̀ọ́ láàárín àwọn èèyàn rẹ̀, ní àsìkò ìkẹyìn rẹ̀.",negative
RT @AbisolaOjo: Asee! Ire o. RT @yobamoodua: Ẹ káàárọ̀ o ẹ̀yin ọmọ ìyá mi. A kú jìmọ̀h olóyin mọmọ. A ò ní rìn lọ́jọ́ ebi ńpa ọ̀nà o. #good…,positive
"RT @yoruba_proverbs: A kì í ṣe fáàrí ẹ̀ṣẹ́ dídì, si ọmọ adẹ́tẹ̀. / Do not brag about fists to the child of a leper. [Be courteous and tact…",positive
".@raufaregbesola Emo wolu Iwo ni Ipinle Osun. Abdulrasheed Adewale Akanbi ti fe ja si oja, e mu so o, ki Oba alade ile Yoruba ma so isokuso pe Oluwo ilu Iwo ti di oye itan, Akanbi ti yi Oye Oluiwo si Emir ile Yoruba. Nje ko kin se aisan opolo lo ya wo aafin Oluiwo ilu iwo bayi? https://t.co/3rj0aYXbO9",negative
@omoadegun hehe. Toò. Ọdún méje nbọ̀ wá d'ọ̀la.,neutral
"RT @Lanredeola: Otutu ke? Sebi iyawo yin wa ni tosi. Ale ebere de RT ""@alakoweyoruba: Ago márùn péré ló lù àmọ́ ilẹ̀ ti yáa sáré ṣú. Òtútù …",neutral
"Ère Èṣù a máa mú ọ̀pá lọ́wọ́ nítorí nínú ìṣẹ̀dálẹ̀ ayé, Èṣù ni agbófinró (ọlọ́pàá), ọ̀pá Èṣù ni ọ̀gọ. #EsuIsNotSatan #OjoAbaKuLanDiEre",neutral
"Sebi agbejoro ni wan pe ologbeni yi, se ti oba de ile ejo, aruwo PROCESSING ni oma ma pa fun adajo? Oro yin su mi o https://t.co/wpnO5nIUHW",negative
"Ó ti wà bẹ́ẹ̀ lọ́jọ́ t'ó ti pẹ́. Olóògbé bàbá Alfredo Darrington Bowman tí àwọn èèyàn mọ̀ sí ""Dr. Sebi"" ti ilé iṣẹ́ ìwádìí USHA ní America ṣe àfihàn àwọn oúnjẹ ikú wọ̀nyí. Kódà, ọ̀ràn náà só síni lẹ́nu, ó tún buyọ̀ sí i. Nítorí owó 😔 https://t.co/GRstj5uMCt",negative
@queenypearls @iamnobodyex Wón tí gbe ohun ti mo mó jé de 😊😊😂 #yoruba,positive
"Bẹ́ẹ̀ ni, adìẹ àti ọmọ adìẹ ni, àmọ́ òkòkò ìyẹ̀lẹ̀ ni à ń pe ìyá, òròmọdìẹ làwọn ọmọ. https://t.co/5fJ1eEUEvD",neutral
@Bolanja Ẹ bámi kí Ọba Olúbàdàn ti Ìbàdàn náà :),positive
"#iroyin, #yoruba, Laipe yii ni ede aiyede inu egbe oselu PDP l'Osun yoo pari - Omisore… https://t.co/GafRWYhA09",positive
Njẹ́ ajíṣebútú lorúkọ tí mò ń jẹ́. Ajíṣere lorúkọ tí wọ́n fi fún mi. Ire ọ̀hún kó má ṣàìtọ̀míwá lọ́jọ́ òní o.,positive
Ẹkáàárọ̀ ò ọmọ dúníyàn! #Yoruba,positive
"Nílẹ̀ Adúláwọ̀, oṣù Ọ̀wàrà jẹ́ oṣù irè oko tuntun, oṣù ìdáríjì; oṣù ìyẹ-ara-ẹni wò. #OIANUK = #BlackHistoryMonthUK #Yoruba",positive
"Mo ṣàkíyèsí kan. Bí mo bá túwíìtì nípa ìṣẹ̀ṣe, ara àwọn kan kì í gbà á, wọ́n á ṣíra tẹ àìbárìn, wọn kò tẹ̀lé mi mọ́. Òtítọ́ a máa korò. Kò sì sí bí a ó ti se ebòlò tí kò ní rùn, kò sí bí a ó ti sọ̀rọ̀ ìran Yoòbá tí a ó yọ t'òòṣà kúrò, kò ṣe é ṣe. #Yoruba",negative
Toò. Gbogbo ọmọ Oòduà ẹ tẹpá mọ́nṣẹ́ ọjọ́ ń lọ. Àkókò ń yí birbiri lọ ni kò dúró de ẹnìkankan. #omoYoruba,positive
"Lánàá òde yìí, lórí afá kẹta Èkò ọmọ mú aboyún kan, o rọbí, wọ́n gbẹ̀bí ẹ̀, ó sì sọ̀ láyọ̀. Ní'fẹ̀, orúkọ ọmọ bẹ́ẹ̀ yíó máa jẹ́ 'Abíọ́nà'",neutral
RT @annsoulspice: SEX IN YORUBA Ona orisi Marun LA le fi ji oko tabi aya wa ton sun. Ona ikerin leleyi. Awon baale imi man ji iyawo won p…,neutral
"Àìtètè jí inú ọ̀tá bàjẹ́, a jí tán inú ń bí baba wọn.",negative
"Ó di aago kan, a óò tú kókóo ipa tí ẹ̀rọ ayélujára ayárabíàṣá àti alágbèéká ńkó ní ti ètò ẹ̀kọ̀ọ́. »» @GbenroAdegbola",neutral
"A ò tan mọ́ ìran ọ̀bọ lágídò, ìsọkúsọ ni Charles Darwin 1871 sọ nípa ìyẹn. Ìró ohùn ọmọ ènìyàn ò jọ ti ọ̀bọ. #EdeAbinibi #Yoruba #IMLD17",negative
Iba Gani Abiodun Ige Adams Aare Ona Kakanfo of Yoruba land @ the Installation of Princess Toyin Kolade Iyalaje Oodua Held Today at Ile Ife Osun State. #oodua #odua #yoruba https://t.co/qYgeRtfO82,positive
"Mi kò gbọ́ ọ rí wípé ọdún ìbílẹ̀ kan, ìyẹn ọdún obó jẹ́ ọdún pàtàkì ní Ìláwọ l'Ábẹ́òkúta. 📝 #Yoruba #OmoYoruba #Ogun",positive
@Lanredeola @Alexakin30 a dupe itesiwaju ede Yoruba lo je wa logun,positive
RT @ThinkOyo: @alakoweyoruba :) . A sèsè n múra láti kúrò ní ilé ìgbafé tí a sùn ni.. E máa bá wa kálo. :),neutral
"#Yoruba Operekete ndagba, Inu Omo Adamo nbaje. A di Baba tan Inu nbi won.",negative
"Ẹ kúulé ẹ̀yin ọmọ Naija, ṣé dáadáa la bá a yín? https://t.co/mZhaCMvG3f",positive
9. Tọ́ka sí àwọn kọ́nsónàntì akùnyùn tí o rí - B D G GB J K L M N #Ibeere #Yoruba,neutral
RT @yobamoodua: Èwo ní í ṣe orúkọ oyè olórí ogun ní ilé nínú ìwọ̀nyí A. Ọ̀gáálá B. Abọrẹ̀ D. Ọ̀gágun #Ibeere #Yoruba,neutral
Àmodi -► illness {ọdún méjì ni àmodi fi ṣe é = s/he was ill for 2 years} #InYoruba #ReadYoruba #WriteYoruba #SpeakYoruba,negative
"""Bí wọ́n ti pè ọ́ lo rí, wọ́n ń pè ọ́ lólè, ó tún ń jí ọmọ ẹran gbé, wọ́n ń pè ọ́ ní amùṣùà, o tún ń sọ aṣọ nù sí òde! "" #EsinOro 🐎#Yoruba",negative
Oore ọ̀fẹ́ Olódùmarè/Oore ọ̀fẹ́ Ọlọ́run Elédùmarè. Agbára and Ògo are two different diction here. @AfroVII @Sisi_Yemmie #learnYoruba,positive
"Láti mú ìrújú kúrò, ÀJÀLÁ ni ẹni tí ó ń ṣẹ́dá orí. Ìdí èyí ni àwọn Yorùbá fi ma ń sọ wípé, ALÁMỌ̀ TÍ Ń MỌ ORÍ Ẹ̀DÁ.",neutral
Iwájú #LagosPoly #Isolo ni mo ti yà yìí | #IyanaIsolo »»» #Aye @Gidi_Traffic http://t.co/AFqGA2aNah,neutral
"Ẹ kúu làákàyè @rosanwo tiwa ntiwa, á dára ka padà sí tiwa torípé bojúbojú l'òyìnbó lò fún wa. Real. IFÁ is pure truth. #Ephod #yoruba",positive
Ààlọ́ o! Ọmọ ìyá mẹ́ta kì í fojú kan ara wọn o. Kí ni o? #tweetYoruba #AloApamo,neutral
"@AfroVII ọlọ́jọ́ ìbí, kú oríre o. Ibi gíga là ń b'ọ́jọ́, wà á máa ga síi ni. Kú ọjọ́ìbí http://t.co/YkUsNw8nbn",positive
"RT @niyiadejola: ""@alakoweyoruba: Mo fẹ́ràn bí àwọn Èkìtì ṣe má nsọ Yoòbá :) Èdè Èkìtì ló dùn ún kọrin jù!!!"" Ati Ijesa na pelu!",positive
"RT @Ogbeni_VICTOR: @yobamoodua E jowo, etemi pada, ki ale jo gbe Asa ati Ise wa ga",positive
RT @Lamy_skincare: E je ka fun awo yin ni itoju to pe ye ✨#TweetinYoruba https://t.co/86D4Nrb0Ni,positive
"RT @egbeatelewo: Inú wa dùn púpọ̀ láti gbé ẹ̀bùn ọdọọdún yìí kalẹ fún ìlọsíwájú àti ìdàgbàsókè lítírésọ̀ Yorùbá. Láti mọ̀ sí wájú síi, ẹ kà…",positive
Tori Oloun! 👉 Yorùbátv ẸGBẸ ỌMỌ OLÚWA BÍ GBOGBO ÀGBÁYÉ Ojú òpó ìkànsíraẹni 🇳🇬🇹🇬🇧🇯🇧🇷🇨🇴🇨🇺🇬🇭🇨🇮______________________________□ Yoruba TV 🥰😘🔥 #yoruba #yorubatv #yorubaweddings #ebi #asoebi #nigerianwedding #hausa #igbo… https://t.co/q4rBIoqTzc,neutral
@OgbeniDipo @ogundamisi @rosanwo @Ayourb @Adeola0503 @tolulopeab @MrAfobaje @jag_bros @VillageParrot @Solar_unique @MsTyma_ Oruko mi ni Ajose Adegoke won bi si ilu eko Mo wa Lati ilu Epe ogunmodede Epe alaro #TweetinYoruba,neutral
"RT @pilotemi: Lóotó ní o @alakoweyoruba sùgbón tí ómodé ba de ibi èrù, èrù a ba o. Ę jé a kí ómodé o y'agbę tan k'a to nu ìdí ę o..",neutral
"Alárìnká, ajẹlójú-onílé náà ni à ń pe èkùté-ilé. #idahun #Ibeere #Yoruba https://t.co/Wl7esa0vXS",negative
"#TweetinYoruba oruko mi ni Oluwatoyin Afolayan aya Oginni, abimi ni ilu ondo, omo ilu Efon Alaaye ni baba tobi mi lomo. Awa ni omo oloke...",neutral
Ó yá o! Àsìkó ti tó láti mọ ẹni tí mùṣèmúșé rẹ̀ dá múṣémúṣé. #Ibeere #Yoruba #learnyoruba #Language,neutral
"Ese kọ́ l'ọmọdé àkọ́kọ́ t'áwọn bíi Yinusa ńfi s'ábẹ́. Òfin'lẹ̀ wa f'àyè gbàgbàkugbà, ara ìwà pálapàla tía kọ́ #Nigbatiwonde nù n. #FreeEse",negative
IDIBO OSUN. Awon agbogunro ya wo ile Sinator Bayo Salami ti o hun se asofin Olorunda ni Ile Asofin ni Abuja #OsunDecides,negative
#LayajoOjoOni ni odun 1854 ni awon omo egbe Oselu WHIG ko ara won jo lati da egbe oselu Republican sile ni Ilu Wisconsin ni ile Amerika,neutral
"Gbúre ni, àṣìtẹ̀ ni. Ẹ ṣe é, ẹ̀yin Yoòbá tọkàntọkàn @jimijay111 @CallmePadreEla @Lonoara @beesammy",positive
"RT @sincerelygeorge: Jọwọ dariji mi, Yoruba mi ko dara. Nwa fun awọn onijo lati jo Crypto Crawl fun aye lati win 200 #XRP. Fi fidio ranṣẹ…",neutral
"""@TJDVictor: @yobamoodua abiku Omo, ti o n daku daji"" kò rí bẹ́ẹ̀ ọ̀gbẹ́ni Jọmíládé",negative
"@Calebgbiri Ede gesi yin gan o gbadun! Ewo ni ""right"" write ni sir! Eti fi owo awan obi yin Jona!",negative
Ẹranko tó bá ṣiyèméjì lọde ńpa. = It is the indecisive animal that gets killed by the hunter. (#Yoruba Proverb),negative
