id	score	v	d-obj	p	p-title
000262	?	put	sheets	dirty clothes	bed sheets
000263	?	put	new ones	bedsheets	bed sheets
000264	?	put	new ones	laundry	bed sheets
000265	?	put	new ones	pillows	bed sheets
000266	?	put	new ones	washing machine	bed sheets
000267	?	put	new ones	new sheets	bed sheets
000268	?	put	new ones	old sheets	bed sheets
000269	?	put	new ones	bed	bed sheets
000270	?	put	new ones	mattress	bed sheets
000271	?	put	new ones	bedspread	bed sheets
000272	?	put	new ones	laundry hamper	bed sheets
000273	?	put	new ones	bedsheet	bed sheets
000274	?	put	new ones	laundry basket	bed sheets
000275	?	put	new ones	wash	bed sheets
000276	?	put	new ones	dirty clothes	bed sheets
000277	?	put	new flat sheet	bedsheets	bed sheets
000278	?	put	new flat sheet	laundry	bed sheets
000279	?	put	new flat sheet	pillows	bed sheets
000280	?	put	new flat sheet	washing machine	bed sheets
000281	?	put	new flat sheet	new sheets	bed sheets
000282	?	put	new flat sheet	old sheets	bed sheets
000283	?	put	new flat sheet	bed	bed sheets
000284	?	put	new flat sheet	mattress	bed sheets
000285	?	put	new flat sheet	bedspread	bed sheets
000286	?	put	new flat sheet	laundry hamper	bed sheets
000287	?	put	new flat sheet	bedsheet	bed sheets
000288	?	put	new flat sheet	laundry basket	bed sheets
000289	?	put	new flat sheet	wash	bed sheets
000290	?	put	new flat sheet	dirty clothes	bed sheets
000291	?	locate	new bed sheets	bedsheets	bed sheets
000292	?	locate	new bed sheets	laundry	bed sheets
000293	?	locate	new bed sheets	pillows	bed sheets
000294	?	locate	new bed sheets	washing machine	bed sheets
000295	?	locate	new bed sheets	new sheets	bed sheets
000296	?	locate	new bed sheets	old sheets	bed sheets
000297	?	locate	new bed sheets	bed	bed sheets
000298	?	locate	new bed sheets	mattress	bed sheets
000299	?	locate	new bed sheets	bedspread	bed sheets
000300	?	locate	new bed sheets	laundry hamper	bed sheets
000301	?	locate	new bed sheets	bedsheet	bed sheets
000302	?	locate	new bed sheets	laundry basket	bed sheets
000303	?	locate	new bed sheets	wash	bed sheets
000304	?	locate	new bed sheets	dirty clothes	bed sheets
000305	?	soiled	bedsheets	laundry	bed sheets
000306	?	soiled	bedsheets	pillows	bed sheets
000307	?	soiled	bedsheets	washing machine	bed sheets
000308	?	soiled	bedsheets	new sheets	bed sheets
000309	?	soiled	bedsheets	old sheets	bed sheets
000310	?	soiled	bedsheets	bed	bed sheets
000311	?	soiled	bedsheets	mattress	bed sheets
000312	?	soiled	bedsheets	bedspread	bed sheets
000313	?	soiled	bedsheets	laundry hamper	bed sheets
000314	?	soiled	bedsheets	bedsheet	bed sheets
000315	?	soiled	bedsheets	laundry basket	bed sheets
000316	?	soiled	bedsheets	wash	bed sheets
000317	?	soiled	bedsheets	dirty clothes	bed sheets
000318	?	take	dirty pillow cases	bedsheets	bed sheets
000319	?	take	dirty pillow cases	laundry	bed sheets
000320	?	take	dirty pillow cases	pillows	bed sheets
000321	?	take	dirty pillow cases	washing machine	bed sheets
000322	?	take	dirty pillow cases	new sheets	bed sheets
000323	?	take	dirty pillow cases	old sheets	bed sheets
000324	?	take	dirty pillow cases	bed	bed sheets
000325	?	take	dirty pillow cases	mattress	bed sheets
000326	?	take	dirty pillow cases	bedspread	bed sheets
000327	?	take	dirty pillow cases	laundry hamper	bed sheets
000328	?	take	dirty pillow cases	bedsheet	bed sheets
000329	?	take	dirty pillow cases	laundry basket	bed sheets
000330	?	take	dirty pillow cases	wash	bed sheets
000331	?	take	dirty pillow cases	dirty clothes	bed sheets
000332	?	remove	bed sheets	bedsheets	bed sheets
000333	?	remove	bed sheets	laundry	bed sheets
000334	?	remove	bed sheets	pillows	bed sheets
000335	?	remove	bed sheets	washing machine	bed sheets
000336	?	remove	bed sheets	new sheets	bed sheets
000337	?	remove	bed sheets	old sheets	bed sheets
000338	?	remove	bed sheets	bed	bed sheets
000339	?	remove	bed sheets	mattress	bed sheets
000340	?	remove	bed sheets	bedspread	bed sheets
000341	?	remove	bed sheets	laundry hamper	bed sheets
000342	?	remove	bed sheets	bedsheet	bed sheets
000343	?	remove	bed sheets	laundry basket	bed sheets
000344	?	remove	bed sheets	wash	bed sheets
000345	?	remove	bed sheets	dirty clothes	bed sheets
000346	?	take	old sheet	bedsheets	bed sheets
000347	?	take	old sheet	laundry	bed sheets
000348	?	take	old sheet	pillows	bed sheets
000349	?	take	old sheet	washing machine	bed sheets
000350	?	take	old sheet	new sheets	bed sheets
000351	?	take	old sheet	old sheets	bed sheets
000352	?	take	old sheet	bed	bed sheets
000353	?	take	old sheet	mattress	bed sheets
000354	?	take	old sheet	bedspread	bed sheets
000355	?	take	old sheet	laundry hamper	bed sheets
000356	?	take	old sheet	bedsheet	bed sheets
000357	?	take	old sheet	laundry basket	bed sheets
000358	?	take	old sheet	wash	bed sheets
000359	?	take	old sheet	dirty clothes	bed sheets
000360	?	take	existing bedsheet	bedsheets	bed sheets
000361	?	take	existing bedsheet	laundry	bed sheets
000362	?	take	existing bedsheet	pillows	bed sheets
000363	?	take	existing bedsheet	washing machine	bed sheets
000364	?	take	existing bedsheet	new sheets	bed sheets
000365	?	take	existing bedsheet	old sheets	bed sheets
000366	?	take	existing bedsheet	bed	bed sheets
000367	?	take	existing bedsheet	mattress	bed sheets
000368	?	take	existing bedsheet	bedspread	bed sheets
000369	?	take	existing bedsheet	laundry hamper	bed sheets
000370	?	take	existing bedsheet	bedsheet	bed sheets
000371	?	take	existing bedsheet	laundry basket	bed sheets
000372	?	take	existing bedsheet	wash	bed sheets
000373	?	take	existing bedsheet	dirty clothes	bed sheets
000374	?	replace	them	bedsheets	bed sheets
000375	?	replace	them	laundry	bed sheets
000376	?	replace	them	pillows	bed sheets
000377	?	replace	them	washing machine	bed sheets
000378	?	replace	them	new sheets	bed sheets
000379	?	replace	them	old sheets	bed sheets
000380	?	replace	them	bed	bed sheets
000381	?	replace	them	mattress	bed sheets
000382	?	replace	them	bedspread	bed sheets
000383	?	replace	them	laundry hamper	bed sheets
000384	?	replace	them	bedsheet	bed sheets
000385	?	replace	them	laundry basket	bed sheets
000386	?	replace	them	wash	bed sheets
000387	?	replace	them	dirty clothes	bed sheets
000388	?	remove	previous sheets	bedsheets	bed sheets
000389	?	remove	previous sheets	laundry	bed sheets
000390	?	remove	previous sheets	pillows	bed sheets
000391	?	remove	previous sheets	washing machine	bed sheets
000392	?	remove	previous sheets	new sheets	bed sheets
000393	?	remove	previous sheets	old sheets	bed sheets
000394	?	remove	previous sheets	bed	bed sheets
000395	?	remove	previous sheets	mattress	bed sheets
000396	?	remove	previous sheets	bedspread	bed sheets
000397	?	remove	previous sheets	laundry hamper	bed sheets
000398	?	remove	previous sheets	bedsheet	bed sheets
000399	?	remove	previous sheets	laundry basket	bed sheets
000400	?	remove	previous sheets	wash	bed sheets
000401	?	remove	previous sheets	dirty clothes	bed sheets
000402	?	get	clean sheet	bedsheets	bed sheets
000403	?	get	clean sheet	laundry	bed sheets
000404	?	get	clean sheet	pillows	bed sheets
000405	?	get	clean sheet	washing machine	bed sheets
000406	?	get	clean sheet	new sheets	bed sheets
000407	?	get	clean sheet	old sheets	bed sheets
000408	?	get	clean sheet	bed	bed sheets
000409	?	get	clean sheet	mattress	bed sheets
000410	?	get	clean sheet	bedspread	bed sheets
000411	?	get	clean sheet	laundry hamper	bed sheets
000412	?	get	clean sheet	bedsheet	bed sheets
000413	?	get	clean sheet	laundry basket	bed sheets
000414	?	get	clean sheet	wash	bed sheets
000415	?	get	clean sheet	dirty clothes	bed sheets
000416	?	put	flat sheet	bedsheets	bed sheets
000417	?	put	flat sheet	laundry	bed sheets
000418	?	put	flat sheet	pillows	bed sheets
000419	?	put	flat sheet	washing machine	bed sheets
000420	?	put	flat sheet	new sheets	bed sheets
000421	?	put	flat sheet	old sheets	bed sheets
000422	?	put	flat sheet	bed	bed sheets
000423	?	put	flat sheet	mattress	bed sheets
000424	?	put	flat sheet	bedspread	bed sheets
000425	?	put	flat sheet	laundry hamper	bed sheets
000426	?	put	flat sheet	bedsheet	bed sheets
000427	?	put	flat sheet	laundry basket	bed sheets
000428	?	put	flat sheet	wash	bed sheets
000429	?	put	flat sheet	dirty clothes	bed sheets
000430	?	lay	new sheet	bedsheets	bed sheets
000431	?	lay	new sheet	laundry	bed sheets
000432	?	lay	new sheet	pillows	bed sheets
000433	?	lay	new sheet	washing machine	bed sheets
000434	?	lay	new sheet	new sheets	bed sheets
000435	?	lay	new sheet	old sheets	bed sheets
000436	?	lay	new sheet	bed	bed sheets
000437	?	lay	new sheet	mattress	bed sheets
000438	?	lay	new sheet	bedspread	bed sheets
000439	?	lay	new sheet	laundry hamper	bed sheets
000440	?	lay	new sheet	bedsheet	bed sheets
000441	?	lay	new sheet	laundry basket	bed sheets
000442	?	lay	new sheet	wash	bed sheets
000443	?	lay	new sheet	dirty clothes	bed sheets
000444	?	putting	new sheets	bedsheets	bed sheets
000445	?	putting	new sheets	laundry	bed sheets
000446	?	putting	new sheets	pillows	bed sheets
000447	?	putting	new sheets	washing machine	bed sheets
000448	?	putting	new sheets	old sheets	bed sheets
000449	?	putting	new sheets	bed	bed sheets
000450	?	putting	new sheets	mattress	bed sheets
000451	?	putting	new sheets	bedspread	bed sheets
000452	?	putting	new sheets	laundry hamper	bed sheets
000453	?	putting	new sheets	bedsheet	bed sheets
000454	?	putting	new sheets	laundry basket	bed sheets
000455	?	putting	new sheets	wash	bed sheets
000456	?	putting	new sheets	dirty clothes	bed sheets
000457	?	soiled	sheets	bedsheets	bed sheets
000458	?	soiled	sheets	laundry	bed sheets
000459	?	soiled	sheets	pillows	bed sheets
000460	?	soiled	sheets	washing machine	bed sheets
000461	?	soiled	sheets	new sheets	bed sheets
000462	?	soiled	sheets	old sheets	bed sheets
000463	?	soiled	sheets	bed	bed sheets
000464	?	soiled	sheets	mattress	bed sheets
000465	?	soiled	sheets	bedspread	bed sheets
000466	?	soiled	sheets	laundry hamper	bed sheets
000467	?	soiled	sheets	bedsheet	bed sheets
000468	?	soiled	sheets	laundry basket	bed sheets
000469	?	soiled	sheets	wash	bed sheets
000470	?	soiled	sheets	dirty clothes	bed sheets
000471	?	put	clean pillow cases	bedsheets	bed sheets
000472	?	put	clean pillow cases	laundry	bed sheets
000473	?	put	clean pillow cases	pillows	bed sheets
000474	?	put	clean pillow cases	washing machine	bed sheets
000475	?	put	clean pillow cases	new sheets	bed sheets
000476	?	put	clean pillow cases	old sheets	bed sheets
000477	?	put	clean pillow cases	bed	bed sheets
000478	?	put	clean pillow cases	mattress	bed sheets
000479	?	put	clean pillow cases	bedspread	bed sheets
000480	?	put	clean pillow cases	laundry hamper	bed sheets
000481	?	put	clean pillow cases	bedsheet	bed sheets
000482	?	put	clean pillow cases	laundry basket	bed sheets
000483	?	put	clean pillow cases	wash	bed sheets
000484	?	put	clean pillow cases	dirty clothes	bed sheets
000485	?	take	old sheets	bedsheets	bed sheets
000486	?	take	old sheets	laundry	bed sheets
000487	?	take	old sheets	pillows	bed sheets
000488	?	take	old sheets	washing machine	bed sheets
000489	?	take	old sheets	new sheets	bed sheets
000490	?	take	old sheets	bed	bed sheets
000491	?	take	old sheets	mattress	bed sheets
000492	?	take	old sheets	bedspread	bed sheets
000493	?	take	old sheets	laundry hamper	bed sheets
000494	?	take	old sheets	bedsheet	bed sheets
000495	?	take	old sheets	laundry basket	bed sheets
000496	?	take	old sheets	wash	bed sheets
000497	?	take	old sheets	dirty clothes	bed sheets
000498	?	put	quilt	bedsheets	bed sheets
000499	?	put	quilt	laundry	bed sheets
000500	?	put	quilt	pillows	bed sheets
000501	?	put	quilt	washing machine	bed sheets
000502	?	put	quilt	new sheets	bed sheets
000503	?	put	quilt	old sheets	bed sheets
000504	?	put	quilt	bed	bed sheets
000505	?	put	quilt	mattress	bed sheets
000506	?	put	quilt	bedspread	bed sheets
000507	?	put	quilt	laundry hamper	bed sheets
000508	?	put	quilt	bedsheet	bed sheets
000509	?	put	quilt	laundry basket	bed sheets
000510	?	put	quilt	wash	bed sheets
000511	?	put	quilt	dirty clothes	bed sheets
000512	?	put	replacement bedsheet	bedsheets	bed sheets
000513	?	put	replacement bedsheet	laundry	bed sheets
000514	?	put	replacement bedsheet	pillows	bed sheets
000515	?	put	replacement bedsheet	washing machine	bed sheets
000516	?	put	replacement bedsheet	new sheets	bed sheets
000517	?	put	replacement bedsheet	old sheets	bed sheets
000518	?	put	replacement bedsheet	bed	bed sheets
000519	?	put	replacement bedsheet	mattress	bed sheets
000520	?	put	replacement bedsheet	bedspread	bed sheets
000521	?	put	replacement bedsheet	laundry hamper	bed sheets
000522	?	put	replacement bedsheet	bedsheet	bed sheets
000523	?	put	replacement bedsheet	laundry basket	bed sheets
000524	?	put	replacement bedsheet	wash	bed sheets
000525	?	put	replacement bedsheet	dirty clothes	bed sheets
000526	?	take	dirty sheets	bedsheets	bed sheets
000527	?	take	dirty sheets	laundry	bed sheets
000528	?	take	dirty sheets	pillows	bed sheets
000529	?	take	dirty sheets	washing machine	bed sheets
000530	?	take	dirty sheets	new sheets	bed sheets
000531	?	take	dirty sheets	old sheets	bed sheets
000532	?	take	dirty sheets	bed	bed sheets
000533	?	take	dirty sheets	mattress	bed sheets
000534	?	take	dirty sheets	bedspread	bed sheets
000535	?	take	dirty sheets	laundry hamper	bed sheets
000536	?	take	dirty sheets	bedsheet	bed sheets
000537	?	take	dirty sheets	laundry basket	bed sheets
000538	?	take	dirty sheets	wash	bed sheets
000539	?	take	dirty sheets	dirty clothes	bed sheets
000540	?	tuck	sides	bedsheets	bed sheets
000541	?	tuck	sides	laundry	bed sheets
000542	?	tuck	sides	pillows	bed sheets
000543	?	tuck	sides	washing machine	bed sheets
000544	?	tuck	sides	new sheets	bed sheets
000545	?	tuck	sides	old sheets	bed sheets
000546	?	tuck	sides	bed	bed sheets
000547	?	tuck	sides	mattress	bed sheets
000548	?	tuck	sides	bedspread	bed sheets
000549	?	tuck	sides	laundry hamper	bed sheets
000550	?	tuck	sides	bedsheet	bed sheets
000551	?	tuck	sides	laundry basket	bed sheets
000552	?	tuck	sides	wash	bed sheets
000553	?	tuck	sides	dirty clothes	bed sheets
000554	?	removing	current bed sheets	bedsheets	bed sheets
000555	?	removing	current bed sheets	laundry	bed sheets
000556	?	removing	current bed sheets	pillows	bed sheets
000557	?	removing	current bed sheets	washing machine	bed sheets
000558	?	removing	current bed sheets	new sheets	bed sheets
000559	?	removing	current bed sheets	old sheets	bed sheets
000560	?	removing	current bed sheets	bed	bed sheets
000561	?	removing	current bed sheets	mattress	bed sheets
000562	?	removing	current bed sheets	bedspread	bed sheets
000563	?	removing	current bed sheets	laundry hamper	bed sheets
000564	?	removing	current bed sheets	bedsheet	bed sheets
000565	?	removing	current bed sheets	laundry basket	bed sheets
000566	?	removing	current bed sheets	wash	bed sheets
000567	?	removing	current bed sheets	dirty clothes	bed sheets
000568	?	remove	sheets	bedsheets	bed sheets
000569	?	remove	sheets	laundry	bed sheets
000570	?	remove	sheets	pillows	bed sheets
000571	?	remove	sheets	washing machine	bed sheets
000572	?	remove	sheets	new sheets	bed sheets
000573	?	remove	sheets	old sheets	bed sheets
000574	?	remove	sheets	bed	bed sheets
000575	?	remove	sheets	mattress	bed sheets
000576	?	remove	sheets	bedspread	bed sheets
