id	score	v	d-obj	p	p-title
000052	?	wash	white clothes	dirty clothes	laundry
000053	?	wash	white clothes	clothes	laundry
000054	?	wash	white clothes	washing machine lid	laundry
000055	?	wash	white clothes	lid	laundry
000056	?	wash	white clothes	dirty laundry	laundry
000057	?	wash	white clothes	washer settings	laundry
000058	?	wash	white clothes	settings	laundry
000059	?	wash	white clothes	start	laundry
000060	?	wash	white clothes	button	laundry
000061	?	wash	white clothes	color	laundry
000062	?	wash	white clothes	colors	laundry
000063	?	add	laundry detergent	washer	laundry
000064	?	add	laundry detergent	washing machine	laundry
000065	?	add	laundry detergent	laundry soap	laundry
000066	?	add	laundry detergent	detergent	laundry
000067	?	add	laundry detergent	wash cycle	laundry
000068	?	add	laundry detergent	cycle	laundry
000069	?	add	laundry detergent	basket	laundry
000070	?	add	laundry detergent	washing program	laundry
000071	?	add	laundry detergent	program	laundry
000072	?	add	laundry detergent	warm water	laundry
000073	?	add	laundry detergent	water	laundry
000074	?	add	laundry detergent	drawer	laundry
000075	?	add	laundry detergent	powder drawer	laundry
000076	?	add	laundry detergent	required powder amount	laundry
000077	?	add	laundry detergent	1 measure of powder liquid soap	laundry
000078	?	add	laundry detergent	items	laundry
000079	?	add	laundry detergent	piece	laundry
000080	?	add	laundry detergent	dryer	laundry
000081	?	add	laundry detergent	1 measure	laundry
000082	?	add	laundry detergent	one half cup of deterget	laundry
000083	?	add	laundry detergent	dirty clothes	laundry
000084	?	add	laundry detergent	clothes	laundry
000085	?	add	laundry detergent	washing machine lid	laundry
000086	?	add	laundry detergent	lid	laundry
000087	?	add	laundry detergent	dirty laundry	laundry
000088	?	add	laundry detergent	washer settings	laundry
000089	?	add	laundry detergent	settings	laundry
000090	?	add	laundry detergent	start	laundry
000091	?	add	laundry detergent	button	laundry
000092	?	add	laundry detergent	color	laundry
000093	?	add	laundry detergent	colors	laundry
000094	?	put	group	washer	laundry
000095	?	put	group	washing machine	laundry
000096	?	put	group	laundry soap	laundry
000097	?	put	group	detergent	laundry
000098	?	put	group	wash cycle	laundry
000099	?	put	group	cycle	laundry
000100	?	put	group	basket	laundry
000101	?	put	group	washing program	laundry
000102	?	put	group	program	laundry
000103	?	put	group	warm water	laundry
000104	?	put	group	water	laundry
000105	?	put	group	drawer	laundry
000106	?	put	group	powder drawer	laundry
000107	?	put	group	required powder amount	laundry
000108	?	put	group	1 measure of powder liquid soap	laundry
000109	?	put	group	items	laundry
000110	?	put	group	piece	laundry
000111	?	put	group	dryer	laundry
000112	?	put	group	1 measure	laundry
000113	?	put	group	one half cup of deterget	laundry
000114	?	put	group	dirty clothes	laundry
000115	?	put	group	clothes	laundry
000116	?	put	group	washing machine lid	laundry
000117	?	put	group	lid	laundry
000118	?	put	group	dirty laundry	laundry
000119	?	put	group	washer settings	laundry
000120	?	put	group	settings	laundry
000121	?	put	group	start	laundry
000122	?	put	group	button	laundry
000123	?	put	group	color	laundry
000124	?	put	group	colors	laundry
000125	?	add	soap	washer	laundry
000126	?	add	soap	washing machine	laundry
000127	?	add	soap	laundry soap	laundry
000128	?	add	soap	detergent	laundry
000129	?	add	soap	wash cycle	laundry
000130	?	add	soap	cycle	laundry
000131	?	add	soap	basket	laundry
000132	?	add	soap	washing program	laundry
000133	?	add	soap	program	laundry
000134	?	add	soap	warm water	laundry
000135	?	add	soap	water	laundry
000136	?	add	soap	drawer	laundry
000137	?	add	soap	powder drawer	laundry
000138	?	add	soap	required powder amount	laundry
000139	?	add	soap	1 measure of powder liquid soap	laundry
000140	?	add	soap	items	laundry
000141	?	add	soap	piece	laundry
000142	?	add	soap	dryer	laundry
000143	?	add	soap	1 measure	laundry
000144	?	add	soap	one half cup of deterget	laundry
000145	?	add	soap	dirty clothes	laundry
000146	?	add	soap	clothes	laundry
000147	?	add	soap	washing machine lid	laundry
000148	?	add	soap	lid	laundry
000149	?	add	soap	dirty laundry	laundry
000150	?	add	soap	washer settings	laundry
000151	?	add	soap	settings	laundry
000152	?	add	soap	start	laundry
000153	?	add	soap	button	laundry
000154	?	add	soap	color	laundry
000155	?	add	soap	colors	laundry
000156	?	get	clothes	washer	laundry
000157	?	get	clothes	washing machine	laundry
000158	?	get	clothes	laundry soap	laundry
000159	?	get	clothes	detergent	laundry
000160	?	get	clothes	wash cycle	laundry
000161	?	get	clothes	cycle	laundry
000162	?	get	clothes	basket	laundry
000163	?	get	clothes	washing program	laundry
000164	?	get	clothes	program	laundry
000165	?	get	clothes	warm water	laundry
000166	?	get	clothes	water	laundry
000167	?	get	clothes	drawer	laundry
000168	?	get	clothes	powder drawer	laundry
000169	?	get	clothes	required powder amount	laundry
000170	?	get	clothes	1 measure of powder liquid soap	laundry
000171	?	get	clothes	items	laundry
000172	?	get	clothes	piece	laundry
000173	?	get	clothes	dryer	laundry
000174	?	get	clothes	1 measure	laundry
000175	?	get	clothes	one half cup of deterget	laundry
000176	?	get	clothes	dirty clothes	laundry
000177	?	get	clothes	washing machine lid	laundry
000178	?	get	clothes	lid	laundry
000179	?	get	clothes	dirty laundry	laundry
000180	?	get	clothes	washer settings	laundry
000181	?	get	clothes	settings	laundry
000182	?	get	clothes	start	laundry
000183	?	get	clothes	button	laundry
000184	?	get	clothes	color	laundry
000185	?	get	clothes	colors	laundry
000186	?	dry	clothes	washer	laundry
000187	?	dry	clothes	washing machine	laundry
000188	?	dry	clothes	laundry soap	laundry
000189	?	dry	clothes	detergent	laundry
000190	?	dry	clothes	wash cycle	laundry
000191	?	dry	clothes	cycle	laundry
000192	?	dry	clothes	basket	laundry
000193	?	dry	clothes	washing program	laundry
000194	?	dry	clothes	program	laundry
000195	?	dry	clothes	warm water	laundry
000196	?	dry	clothes	water	laundry
000197	?	dry	clothes	drawer	laundry
000198	?	dry	clothes	powder drawer	laundry
000199	?	dry	clothes	required powder amount	laundry
000200	?	dry	clothes	1 measure of powder liquid soap	laundry
000201	?	dry	clothes	items	laundry
000202	?	dry	clothes	piece	laundry
000203	?	dry	clothes	dryer	laundry
000204	?	dry	clothes	1 measure	laundry
000205	?	dry	clothes	one half cup of deterget	laundry
000206	?	dry	clothes	dirty clothes	laundry
000207	?	dry	clothes	washing machine lid	laundry
000208	?	dry	clothes	lid	laundry
000209	?	dry	clothes	dirty laundry	laundry
000210	?	dry	clothes	washer settings	laundry
000211	?	dry	clothes	settings	laundry
000212	?	dry	clothes	start	laundry
000213	?	dry	clothes	button	laundry
000214	?	dry	clothes	color	laundry
000215	?	dry	clothes	colors	laundry
000216	?	open	washing machine	washer	laundry
000217	?	open	washing machine	laundry soap	laundry
000218	?	open	washing machine	detergent	laundry
000219	?	open	washing machine	wash cycle	laundry
000220	?	open	washing machine	cycle	laundry
000221	?	open	washing machine	basket	laundry
000222	?	open	washing machine	washing program	laundry
000223	?	open	washing machine	program	laundry
000224	?	open	washing machine	warm water	laundry
000225	?	open	washing machine	water	laundry
000226	?	open	washing machine	drawer	laundry
000227	?	open	washing machine	powder drawer	laundry
000228	?	open	washing machine	required powder amount	laundry
000229	?	open	washing machine	1 measure of powder liquid soap	laundry
000230	?	open	washing machine	items	laundry
000231	?	open	washing machine	piece	laundry
000232	?	open	washing machine	dryer	laundry
000233	?	open	washing machine	1 measure	laundry
000234	?	open	washing machine	one half cup of deterget	laundry
000235	?	open	washing machine	dirty clothes	laundry
000236	?	open	washing machine	clothes	laundry
000237	?	open	washing machine	washing machine lid	laundry
000238	?	open	washing machine	lid	laundry
000239	?	open	washing machine	dirty laundry	laundry
000240	?	open	washing machine	washer settings	laundry
000241	?	open	washing machine	settings	laundry
000242	?	open	washing machine	start	laundry
000243	?	open	washing machine	button	laundry
000244	?	open	washing machine	color	laundry
000245	?	open	washing machine	colors	laundry
000246	?	put	laundry	washer	laundry
000247	?	put	laundry	washing machine	laundry
000248	?	put	laundry	laundry soap	laundry
000249	?	put	laundry	detergent	laundry
000250	?	put	laundry	wash cycle	laundry
000251	?	put	laundry	cycle	laundry
000252	?	put	laundry	basket	laundry
000253	?	put	laundry	washing program	laundry
000254	?	put	laundry	program	laundry
000255	?	put	laundry	warm water	laundry
000256	?	put	laundry	water	laundry
000257	?	put	laundry	drawer	laundry
000258	?	put	laundry	powder drawer	laundry
000259	?	put	laundry	required powder amount	laundry
000260	?	put	laundry	1 measure of powder liquid soap	laundry
000261	?	put	laundry	items	laundry
000262	?	put	laundry	piece	laundry
000263	?	put	laundry	dryer	laundry
000264	?	put	laundry	1 measure	laundry
000265	?	put	laundry	one half cup of deterget	laundry
000266	?	put	laundry	dirty clothes	laundry
000267	?	put	laundry	clothes	laundry
000268	?	put	laundry	washing machine lid	laundry
000269	?	put	laundry	lid	laundry
000270	?	put	laundry	dirty laundry	laundry
000271	?	put	laundry	washer settings	laundry
000272	?	put	laundry	settings	laundry
000273	?	put	laundry	start	laundry
000274	?	put	laundry	button	laundry
000275	?	put	laundry	color	laundry
000276	?	put	laundry	colors	laundry
000277	?	check	pockets	washer	laundry
000278	?	check	pockets	washing machine	laundry
000279	?	check	pockets	laundry soap	laundry
000280	?	check	pockets	detergent	laundry
000281	?	check	pockets	wash cycle	laundry
000282	?	check	pockets	cycle	laundry
000283	?	check	pockets	basket	laundry
000284	?	check	pockets	washing program	laundry
000285	?	check	pockets	program	laundry
000286	?	check	pockets	warm water	laundry
000287	?	check	pockets	water	laundry
000288	?	check	pockets	drawer	laundry
000289	?	check	pockets	powder drawer	laundry
000290	?	check	pockets	required powder amount	laundry
000291	?	check	pockets	1 measure of powder liquid soap	laundry
000292	?	check	pockets	items	laundry
000293	?	check	pockets	piece	laundry
000294	?	check	pockets	dryer	laundry
000295	?	check	pockets	1 measure	laundry
000296	?	check	pockets	one half cup of deterget	laundry
000297	?	check	pockets	dirty clothes	laundry
000298	?	check	pockets	clothes	laundry
000299	?	check	pockets	washing machine lid	laundry
000300	?	check	pockets	lid	laundry
000301	?	check	pockets	dirty laundry	laundry
000302	?	check	pockets	washer settings	laundry
000303	?	check	pockets	settings	laundry
000304	?	check	pockets	start	laundry
000305	?	check	pockets	button	laundry
000306	?	check	pockets	color	laundry
000307	?	check	pockets	colors	laundry
000308	?	place	clothing	washer	laundry
000309	?	place	clothing	washing machine	laundry
000310	?	place	clothing	laundry soap	laundry
000311	?	place	clothing	detergent	laundry
000312	?	place	clothing	wash cycle	laundry
000313	?	place	clothing	cycle	laundry
000314	?	place	clothing	basket	laundry
000315	?	place	clothing	washing program	laundry
000316	?	place	clothing	program	laundry
000317	?	place	clothing	warm water	laundry
000318	?	place	clothing	water	laundry
000319	?	place	clothing	drawer	laundry
000320	?	place	clothing	powder drawer	laundry
000321	?	place	clothing	required powder amount	laundry
000322	?	place	clothing	1 measure of powder liquid soap	laundry
000323	?	place	clothing	items	laundry
000324	?	place	clothing	piece	laundry
000325	?	place	clothing	dryer	laundry
000326	?	place	clothing	1 measure	laundry
000327	?	place	clothing	one half cup of deterget	laundry
000328	?	place	clothing	dirty clothes	laundry
000329	?	place	clothing	clothes	laundry
000330	?	place	clothing	washing machine lid	laundry
000331	?	place	clothing	lid	laundry
000332	?	place	clothing	dirty laundry	laundry
000333	?	place	clothing	washer settings	laundry
000334	?	place	clothing	settings	laundry
000335	?	place	clothing	start	laundry
000336	?	place	clothing	button	laundry
000337	?	place	clothing	color	laundry
000338	?	place	clothing	colors	laundry
000339	?	run	dryer cycle	washer	laundry
000340	?	run	dryer cycle	washing machine	laundry
000341	?	run	dryer cycle	laundry soap	laundry
000342	?	run	dryer cycle	detergent	laundry
000343	?	run	dryer cycle	wash cycle	laundry
000344	?	run	dryer cycle	cycle	laundry
000345	?	run	dryer cycle	basket	laundry
000346	?	run	dryer cycle	washing program	laundry
000347	?	run	dryer cycle	program	laundry
000348	?	run	dryer cycle	warm water	laundry
000349	?	run	dryer cycle	water	laundry
000350	?	run	dryer cycle	drawer	laundry
000351	?	run	dryer cycle	powder drawer	laundry
000352	?	run	dryer cycle	required powder amount	laundry
000353	?	run	dryer cycle	1 measure of powder liquid soap	laundry
000354	?	run	dryer cycle	items	laundry
000355	?	run	dryer cycle	piece	laundry
000356	?	run	dryer cycle	dryer	laundry
000357	?	run	dryer cycle	1 measure	laundry
000358	?	run	dryer cycle	one half cup of deterget	laundry
000359	?	run	dryer cycle	dirty clothes	laundry
000360	?	run	dryer cycle	clothes	laundry
000361	?	run	dryer cycle	washing machine lid	laundry
000362	?	run	dryer cycle	lid	laundry
000363	?	run	dryer cycle	dirty laundry	laundry
000364	?	run	dryer cycle	washer settings	laundry
000365	?	run	dryer cycle	settings	laundry
000366	?	run	dryer cycle	start	laundry
000367	?	run	dryer cycle	button	laundry
000368	?	run	dryer cycle	color	laundry
000369	?	run	dryer cycle	colors	laundry
000370	?	dry	laundry	washer	laundry
000371	?	dry	laundry	washing machine	laundry
000372	?	dry	laundry	laundry soap	laundry
000373	?	dry	laundry	detergent	laundry
000374	?	dry	laundry	wash cycle	laundry
000375	?	dry	laundry	cycle	laundry
000376	?	dry	laundry	basket	laundry
000377	?	dry	laundry	washing program	laundry
000378	?	dry	laundry	program	laundry
000379	?	dry	laundry	warm water	laundry
000380	?	dry	laundry	water	laundry
000381	?	dry	laundry	drawer	laundry
000382	?	dry	laundry	powder drawer	laundry
000383	?	dry	laundry	required powder amount	laundry
000384	?	dry	laundry	1 measure of powder liquid soap	laundry
000385	?	dry	laundry	items	laundry
000386	?	dry	laundry	piece	laundry
000387	?	dry	laundry	dryer	laundry
000388	?	dry	laundry	1 measure	laundry
000389	?	dry	laundry	one half cup of deterget	laundry
000390	?	dry	laundry	dirty clothes	laundry
000391	?	dry	laundry	clothes	laundry
000392	?	dry	laundry	washing machine lid	laundry
000393	?	dry	laundry	lid	laundry
000394	?	dry	laundry	dirty laundry	laundry
000395	?	dry	laundry	washer settings	laundry
000396	?	dry	laundry	settings	laundry
000397	?	dry	laundry	start	laundry
000398	?	dry	laundry	button	laundry
000399	?	dry	laundry	color	laundry
000400	?	dry	laundry	colors	laundry
000401	?	fold	laudry	washer	laundry
000402	?	fold	laudry	washing machine	laundry
000403	?	fold	laudry	laundry soap	laundry
000404	?	fold	laudry	detergent	laundry
000405	?	fold	laudry	wash cycle	laundry
000406	?	fold	laudry	cycle	laundry
000407	?	fold	laudry	basket	laundry
000408	?	fold	laudry	washing program	laundry
000409	?	fold	laudry	program	laundry
000410	?	fold	laudry	warm water	laundry
000411	?	fold	laudry	water	laundry
000412	?	fold	laudry	drawer	laundry
000413	?	fold	laudry	powder drawer	laundry
000414	?	fold	laudry	required powder amount	laundry
000415	?	fold	laudry	1 measure of powder liquid soap	laundry
000416	?	fold	laudry	items	laundry
000417	?	fold	laudry	piece	laundry
000418	?	fold	laudry	dryer	laundry
000419	?	fold	laudry	1 measure	laundry
000420	?	fold	laudry	one half cup of deterget	laundry
000421	?	fold	laudry	dirty clothes	laundry
000422	?	fold	laudry	clothes	laundry
000423	?	fold	laudry	washing machine lid	laundry
000424	?	fold	laudry	lid	laundry
000425	?	fold	laudry	dirty laundry	laundry
000426	?	fold	laudry	washer settings	laundry
000427	?	fold	laudry	settings	laundry
000428	?	fold	laudry	start	laundry
000429	?	fold	laudry	button	laundry
000430	?	fold	laudry	color	laundry
000431	?	fold	laudry	colors	laundry
000432	?	wait	hour	washer	laundry
000433	?	wait	hour	washing machine	laundry
000434	?	wait	hour	laundry soap	laundry
000435	?	wait	hour	detergent	laundry
000436	?	wait	hour	wash cycle	laundry
000437	?	wait	hour	cycle	laundry
000438	?	wait	hour	basket	laundry
000439	?	wait	hour	washing program	laundry
000440	?	wait	hour	program	laundry
000441	?	wait	hour	warm water	laundry
000442	?	wait	hour	water	laundry
000443	?	wait	hour	drawer	laundry
000444	?	wait	hour	powder drawer	laundry
000445	?	wait	hour	required powder amount	laundry
000446	?	wait	hour	1 measure of powder liquid soap	laundry
000447	?	wait	hour	items	laundry
000448	?	wait	hour	piece	laundry
000449	?	wait	hour	dryer	laundry
000450	?	wait	hour	1 measure	laundry
000451	?	wait	hour	one half cup of deterget	laundry
000452	?	wait	hour	dirty clothes	laundry
000453	?	wait	hour	clothes	laundry
000454	?	wait	hour	washing machine lid	laundry
000455	?	wait	hour	lid	laundry
000456	?	wait	hour	dirty laundry	laundry
000457	?	wait	hour	washer settings	laundry
000458	?	wait	hour	settings	laundry
000459	?	wait	hour	start	laundry
000460	?	wait	hour	button	laundry
000461	?	wait	hour	color	laundry
000462	?	wait	hour	colors	laundry
000463	?	close	door	washer	laundry
000464	?	close	door	washing machine	laundry
000465	?	close	door	laundry soap	laundry
000466	?	close	door	detergent	laundry
000467	?	close	door	wash cycle	laundry
000468	?	close	door	cycle	laundry
000469	?	close	door	basket	laundry
000470	?	close	door	washing program	laundry
000471	?	close	door	program	laundry
000472	?	close	door	warm water	laundry
000473	?	close	door	water	laundry
000474	?	close	door	drawer	laundry
000475	?	close	door	powder drawer	laundry
000476	?	close	door	required powder amount	laundry
000477	?	close	door	1 measure of powder liquid soap	laundry
000478	?	close	door	items	laundry
000479	?	close	door	piece	laundry
000480	?	close	door	dryer	laundry
000481	?	close	door	1 measure	laundry
000482	?	close	door	one half cup of deterget	laundry
000483	?	close	door	dirty clothes	laundry
000484	?	close	door	clothes	laundry
000485	?	close	door	washing machine lid	laundry
000486	?	close	door	lid	laundry
000487	?	close	door	dirty laundry	laundry
000488	?	close	door	washer settings	laundry
000489	?	close	door	settings	laundry
000490	?	close	door	start	laundry
000491	?	close	door	button	laundry
000492	?	close	door	color	laundry
000493	?	close	door	colors	laundry
000494	?	find	dirty laundry	washer	laundry
000495	?	find	dirty laundry	washing machine	laundry
000496	?	find	dirty laundry	laundry soap	laundry
000497	?	find	dirty laundry	detergent	laundry
000498	?	find	dirty laundry	wash cycle	laundry
000499	?	find	dirty laundry	cycle	laundry
000500	?	find	dirty laundry	basket	laundry
000501	?	find	dirty laundry	washing program	laundry
000502	?	find	dirty laundry	program	laundry
000503	?	find	dirty laundry	warm water	laundry
000504	?	find	dirty laundry	water	laundry
000505	?	find	dirty laundry	drawer	laundry
000506	?	find	dirty laundry	powder drawer	laundry
000507	?	find	dirty laundry	required powder amount	laundry
000508	?	find	dirty laundry	1 measure of powder liquid soap	laundry
000509	?	find	dirty laundry	items	laundry
000510	?	find	dirty laundry	piece	laundry
000511	?	find	dirty laundry	dryer	laundry
000512	?	find	dirty laundry	1 measure	laundry
000513	?	find	dirty laundry	one half cup of deterget	laundry
000514	?	find	dirty laundry	dirty clothes	laundry
000515	?	find	dirty laundry	clothes	laundry
000516	?	find	dirty laundry	washing machine lid	laundry
000517	?	find	dirty laundry	lid	laundry
000518	?	find	dirty laundry	washer settings	laundry
000519	?	find	dirty laundry	settings	laundry
000520	?	find	dirty laundry	start	laundry
000521	?	find	dirty laundry	button	laundry
000522	?	find	dirty laundry	color	laundry
000523	?	find	dirty laundry	colors	laundry
000524	?	need	dirty clothes	washer	laundry
000525	?	need	dirty clothes	washing machine	laundry
000526	?	need	dirty clothes	laundry soap	laundry
000527	?	need	dirty clothes	detergent	laundry
000528	?	need	dirty clothes	wash cycle	laundry
000529	?	need	dirty clothes	cycle	laundry
000530	?	need	dirty clothes	basket	laundry
000531	?	need	dirty clothes	washing program	laundry
000532	?	need	dirty clothes	program	laundry
000533	?	need	dirty clothes	warm water	laundry
000534	?	need	dirty clothes	water	laundry
000535	?	need	dirty clothes	drawer	laundry
000536	?	need	dirty clothes	powder drawer	laundry
000537	?	need	dirty clothes	required powder amount	laundry
000538	?	need	dirty clothes	1 measure of powder liquid soap	laundry
000539	?	need	dirty clothes	items	laundry
000540	?	need	dirty clothes	piece	laundry
000541	?	need	dirty clothes	dryer	laundry
000542	?	need	dirty clothes	1 measure	laundry
000543	?	need	dirty clothes	one half cup of deterget	laundry
000544	?	need	dirty clothes	clothes	laundry
000545	?	need	dirty clothes	washing machine lid	laundry
000546	?	need	dirty clothes	lid	laundry
000547	?	need	dirty clothes	dirty laundry	laundry
000548	?	need	dirty clothes	washer settings	laundry
000549	?	need	dirty clothes	settings	laundry
000550	?	need	dirty clothes	start	laundry
000551	?	need	dirty clothes	button	laundry
000552	?	need	dirty clothes	color	laundry
000553	?	need	dirty clothes	colors	laundry
000554	?	insert	laundry	washer	laundry
000555	?	insert	laundry	washing machine	laundry
000556	?	insert	laundry	laundry soap	laundry
000557	?	insert	laundry	detergent	laundry
000558	?	insert	laundry	wash cycle	laundry
000559	?	insert	laundry	cycle	laundry
000560	?	insert	laundry	basket	laundry
000561	?	insert	laundry	washing program	laundry
000562	?	insert	laundry	program	laundry
000563	?	insert	laundry	warm water	laundry
000564	?	insert	laundry	water	laundry
000565	?	insert	laundry	drawer	laundry
000566	?	insert	laundry	powder drawer	laundry
000567	?	insert	laundry	required powder amount	laundry
000568	?	insert	laundry	1 measure of powder liquid soap	laundry
000569	?	insert	laundry	items	laundry
000570	?	insert	laundry	piece	laundry
000571	?	insert	laundry	dryer	laundry
000572	?	insert	laundry	1 measure	laundry
000573	?	insert	laundry	one half cup of deterget	laundry
000574	?	insert	laundry	dirty clothes	laundry
000575	?	insert	laundry	clothes	laundry
000576	?	insert	laundry	washing machine lid	laundry
000577	?	insert	laundry	lid	laundry
000578	?	insert	laundry	dirty laundry	laundry
000579	?	insert	laundry	washer settings	laundry
000580	?	insert	laundry	settings	laundry
000581	?	insert	laundry	start	laundry
000582	?	insert	laundry	button	laundry
000583	?	insert	laundry	color	laundry
000584	?	insert	laundry	colors	laundry
000585	?	choose	washer settings	washer	laundry
000586	?	choose	washer settings	washing machine	laundry
000587	?	choose	washer settings	laundry soap	laundry
000588	?	choose	washer settings	detergent	laundry
000589	?	choose	washer settings	wash cycle	laundry
000590	?	choose	washer settings	cycle	laundry
000591	?	choose	washer settings	basket	laundry
000592	?	choose	washer settings	washing program	laundry
000593	?	choose	washer settings	program	laundry
000594	?	choose	washer settings	warm water	laundry
000595	?	choose	washer settings	water	laundry
000596	?	choose	washer settings	drawer	laundry
000597	?	choose	washer settings	powder drawer	laundry
000598	?	choose	washer settings	required powder amount	laundry
000599	?	choose	washer settings	1 measure of powder liquid soap	laundry
000600	?	choose	washer settings	items	laundry
000601	?	choose	washer settings	piece	laundry
000602	?	choose	washer settings	dryer	laundry
000603	?	choose	washer settings	1 measure	laundry
000604	?	choose	washer settings	one half cup of deterget	laundry
000605	?	choose	washer settings	dirty clothes	laundry
000606	?	choose	washer settings	clothes	laundry
000607	?	choose	washer settings	washing machine lid	laundry
000608	?	choose	washer settings	lid	laundry
000609	?	choose	washer settings	dirty laundry	laundry
000610	?	choose	washer settings	settings	laundry
000611	?	choose	washer settings	start	laundry
000612	?	choose	washer settings	button	laundry
000613	?	choose	washer settings	color	laundry
000614	?	choose	washer settings	colors	laundry
000615	?	set	washing machine	washer	laundry
000616	?	set	washing machine	laundry soap	laundry
000617	?	set	washing machine	detergent	laundry
000618	?	set	washing machine	wash cycle	laundry
000619	?	set	washing machine	cycle	laundry
000620	?	set	washing machine	basket	laundry
000621	?	set	washing machine	washing program	laundry
000622	?	set	washing machine	program	laundry
000623	?	set	washing machine	warm water	laundry
000624	?	set	washing machine	water	laundry
000625	?	set	washing machine	drawer	laundry
000626	?	set	washing machine	powder drawer	laundry
000627	?	set	washing machine	required powder amount	laundry
000628	?	set	washing machine	1 measure of powder liquid soap	laundry
000629	?	set	washing machine	items	laundry
000630	?	set	washing machine	piece	laundry
000631	?	set	washing machine	dryer	laundry
000632	?	set	washing machine	1 measure	laundry
000633	?	set	washing machine	one half cup of deterget	laundry
000634	?	set	washing machine	dirty clothes	laundry
000635	?	set	washing machine	clothes	laundry
000636	?	set	washing machine	washing machine lid	laundry
000637	?	set	washing machine	lid	laundry
000638	?	set	washing machine	dirty laundry	laundry
000639	?	set	washing machine	washer settings	laundry
000640	?	set	washing machine	settings	laundry
000641	?	set	washing machine	start	laundry
000642	?	set	washing machine	button	laundry
000643	?	set	washing machine	color	laundry
000644	?	set	washing machine	colors	laundry
000645	?	wash	items	washer	laundry
000646	?	wash	items	washing machine	laundry
000647	?	wash	items	laundry soap	laundry
000648	?	wash	items	detergent	laundry
000649	?	wash	items	wash cycle	laundry
000650	?	wash	items	cycle	laundry
000651	?	wash	items	basket	laundry
000652	?	wash	items	washing program	laundry
000653	?	wash	items	program	laundry
000654	?	wash	items	warm water	laundry
000655	?	wash	items	water	laundry
000656	?	wash	items	drawer	laundry
000657	?	wash	items	powder drawer	laundry
000658	?	wash	items	required powder amount	laundry
000659	?	wash	items	1 measure of powder liquid soap	laundry
000660	?	wash	items	piece	laundry
000661	?	wash	items	dryer	laundry
000662	?	wash	items	1 measure	laundry
000663	?	wash	items	one half cup of deterget	laundry
000664	?	wash	items	dirty clothes	laundry
000665	?	wash	items	clothes	laundry
000666	?	wash	items	washing machine lid	laundry
000667	?	wash	items	lid	laundry
000668	?	wash	items	dirty laundry	laundry
000669	?	wash	items	washer settings	laundry
000670	?	wash	items	settings	laundry
000671	?	wash	items	start	laundry
000672	?	wash	items	button	laundry
000673	?	wash	items	color	laundry
000674	?	wash	items	colors	laundry
000675	?	push	start	washer	laundry
000676	?	push	start	washing machine	laundry
000677	?	push	start	laundry soap	laundry
000678	?	push	start	detergent	laundry
000679	?	push	start	wash cycle	laundry
000680	?	push	start	cycle	laundry
000681	?	push	start	basket	laundry
000682	?	push	start	washing program	laundry
000683	?	push	start	program	laundry
000684	?	push	start	warm water	laundry
000685	?	push	start	water	laundry
000686	?	push	start	drawer	laundry
000687	?	push	start	powder drawer	laundry
000688	?	push	start	required powder amount	laundry
000689	?	push	start	1 measure of powder liquid soap	laundry
000690	?	push	start	items	laundry
000691	?	push	start	piece	laundry
000692	?	push	start	dryer	laundry
000693	?	push	start	1 measure	laundry
000694	?	push	start	one half cup of deterget	laundry
